発売日,メーカー,タイトル,バックアップメモリ,容量(bit),ジャンル,価格,ジョブカテゴリ,カウント,👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
2003-05-23,任天堂,とっとこハム太郎4にじいろ大行進でちゅ,1,3,ADV,"￥4,800","￥5,000代",0,,,,,,,,
2003-05-23,カルチャーブレーン,ハムスター物語コレクション,5,3,ETC,"￥4,800","￥5,000代",0,,,,,,,,
2003-06-05,コナミ,フロッガー魔法の国の大冒険,5,3,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2003-06-12,コナミ,モンスターゲート大いなるダンジョン～封印のオーブ～,1,3,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2003-06-20,任天堂,MOTHER1+2,1,4,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2003-06-20,ナウプロダクション,メタルマックス2改,5,2,RPG,"￥4,800","￥5,000代",0,,中本博通|井戸川孝史,田内智樹|森隆司|諏訪明久,宮岡寛|山本貴嗣,門倉聡,,桝田省治,
2003-06-27,エム・ティー･オー,みんなの飼育シリーズぼくのカブト・クワガタ,5,3,ADV,"￥4,800","￥5,000代",0,,,,,,,,
2003-07-04,ナムコ,ハチエモン,5,2,ACT,"￥4,800","￥5,000代",0,,,,山本良二・辻中達也,,,,
2003-07-11,コトブキシステム,GETボクのムシつかまえて,5,3,ADV,"￥4,800","￥5,000代",0,,,,,ノグチリョウ,飯野陽子|山田能龍|川邊優子(オフィスクレッシェンド)|金沢知樹|渡辺啓|長花枝薪,武藤淳|植田博樹|鈴木佳那子(オフィスクレッシェンド)|市山竜次(オフィスクレッシェンド)|佐井大紀,
2003-07-11,任天堂,スーパーマリオアドバンス4,4,2,ACT,"￥4,800","￥5,000代",76,,宮本茂|手塚卓志,中郷俊彦,宮本茂|手塚卓志|手塚卓志|紺野秀樹|木村浩之,近藤浩治,,宮本茂,
2003-07-11,エム・ティー･オー,なかよしペットアドバンスシリーズ4かわいい仔犬ミニわんこと遊ぼう！！小型犬,5,2,SLG,"￥4,800","￥5,000代",0,,,,,,,,
2003-07-11,アトラス,ハムスターパラダイスピュアハート,5,3,SLG,"￥4,800","￥5,000代",0,,,,,,,,
2003-07-17,コナミ,コロッケ！2闇のバンクとバン女王！,1,4,ACT,"￥4,980","￥5,000代",0,,,,,,,,
2003-07-17,セガ,ソニックピンボールパーティ,3,3,TBL,"￥4,800","￥5,000代",0,,,,,,,,
2003-07-17,コナミ,ボクらの太陽,5,4,RPG,"￥4,980","￥5,000代",0,,,,,,,,
2003-07-18,トミー,CYBERDRIVEZOIDS機獣の戦士ヒュウ,1,3,RPG,"￥5,800","￥6,000代",0,,,,,,,,
2003-07-18,バンプレスト,ドラゴンドライブワールドDブレイク,1,3,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2003-07-18,ジョルダン,ハムスター倶楽部4～しげっち大脱走～,1,3,ADV,"￥4,800","￥5,000代",0,,,,,,,,
2003-07-18,カプコン,ミッキーとミニーのマジカルクエスト2,5,2,ACT,"￥4,800","￥5,000代",0,,,篠原雅嗣,,友澤眞,,ノア・ダッドレー|ゲーリー・グレイパー,
2003-07-24,セガ,シャイニング・ソウル2,3,4,RPG,"￥5,980","￥6,000代",0,,,,,,,,
2003-07-25,カプコン,OnimushaTactics,5,3,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2003-07-25,コトブキシステム,トップギア・ラリーSP,5,2,RCG,"￥4,800","￥5,000代",0,,,,,かみむら周平,G2,,
2003-07-25,ティーディーケイコア,わんニャンどうぶつ病院～☆動物のお医者さん育成ゲーム☆～,5,2,SLG,"￥4,800","￥5,000代",0,,,,,,,,
2003-07-25,アトラス,真・女神転生デビルチルドレンパズルdeコール！,5,2,PZL,"￥4,800","￥5,000代",0,,,,,,,,
2003-07-25,バンプレスト,名探偵コナン～狙われた探偵～,5,3,ADV,"￥4,800","￥5,000代",0,,,,,,,,
2003-08-01,カプコン,アラジン,5,2,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2003-08-01,ナムコ,テイルズオブファンタジア,5,3,RPG,"￥4,800","￥5,000代",0,,菊池栄二,,藤島康介|松竹徳幸,埜邑紀見男,金月龍之介,横山茂|原口洋一,
2003-08-01,任天堂,ポケモンピンボールルビー＆サファイア,1,3,TBL,"￥4,800","￥5,000代",0,,,,,,,,
2003-08-01,デジタルキッズ,幻想魔伝最遊記～反逆の闘神太子～,5,3,ADV,"￥5,800","￥6,000代",0,,,,,,,,
2003-08-01,カルチャーブレーン,仔犬といっしょ！～愛情物語～,0,4,SLG,"￥4,800","￥5,000代",0,,,,,,,,
2003-08-07,タカラ,DUELMASTERS,1,3,CARD,"￥4,800","￥5,000代",0,,,,,,神先史土(シナリオ)|真木孝一郎(テクニカルアドバイザー),,
2003-08-07,ハドソン,ボボボーボ・ボーボボマジで！！？真拳勝負,0,3,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2003-08-08,バンプレスト,スーパーロボット対戦D,3,3,SLG,"￥5,800","￥6,000代",0,,,,,,,レッド→オオチヒロアキ→マツモト,
2003-08-08,ロケットカンパニー,どうぶつ島のチョビぐるみ,0,3,ETC,"￥4,800","￥5,000代",0,,,,,,,,
2003-08-08,カプコン,ロックマンエグゼバトルチップGP,1,3,CARD,"￥4,800","￥5,000代",0,,,,,,,,
2003-08-22,カルチャーブレーン,おしゃれプリンセス3,0,3,SLG,"￥4,800","￥5,000代",0,,,,,,,,
2003-08-29,スクウェア・エニックス,新約聖剣伝説,0,4,RPG,"￥5,800","￥6,000代",0,,石井浩一,吉枝悟,北瀬佳範|大橋悟朗|渋谷員子,伊藤賢治,北瀬佳範,,
2003-09-04,コナミ,GetBackers奪還屋～邪眼封印！～,0,4,RPG,"￥4,980","￥5,000代",0,,,,,,,,
2003-09-05,エム・ティー･オー,おじゃる丸～月光町さんぽでおじゃる～,0,4,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2003-09-05,マーベラス,新きせかえ物語,0,3,ADV,"￥4,800","￥5,000代",0,,,,,,,,
2003-09-05,任天堂,伝説のスタフィー2,0,4,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2003-09-11,コナミ,わがまま☆フェアリーミルモでポン！～対戦！まほうだま～,0,3,PZL,"￥5,800","￥6,000代",0,,,,,,,,
2003-09-12,トミー,NARUTO―ナルト―木の葉戦記,0,3,ADV,"￥4,800","￥5,000代",0,,,,,,,,
2003-09-12,アトラス,真・女神転生デビルチルドレン炎の書,0,3,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2003-09-12,アトラス,真・女神転生デビルチルドレン氷の書,0,3,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2003-09-18,コナミ,探偵学園Q名探偵はキミだ！,0,4,ADV,"￥4,980","￥5,000代",0,,,,,,,,
2003-09-19,カルチャーブレーン,かわいいペット！ゲームギャラリー,0,3,ETC,"￥3,300","￥3,500代",0,,,,,,,,
2003-09-26,スターフィッシュ,バトル×バトル～巨大魚伝説～,0,2,SPT,"￥4,800","￥5,000代",0,,,,,,,,
2003-09-26,アトラス,真・女神転生2,0,3,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2003-09-26,キッズステーション,絶体絶命でんじゃらすじーさん～史上最強の土下座,0,3,ADV,"￥4,800","￥5,000代",0,,,,,,,,
2003-10-09,コナミ,マーメイドメロディーぴちぴちピッチ,0,4,ACT,"￥4,980","￥5,000代",0,,,,まきだかずあき,鶴来正基,横手美智子|花森ぴんく,,
2003-10-16,ハドソン,ボンバーマンジェッターズゲームコレクション,0,3,ETC,"￥4,800","￥5,000代",0,,,,,,,,
2003-10-16,Ｊウイング,魔探偵ロキRAGNAROK～幻想のラビリンス～,0,2,ADV,"￥5,800","￥6,000代",0,,,,,,,,
2003-10-24,任天堂,オリエンタルブルー青の天外,0,4,RPG,"￥4,800","￥5,000代",0,,白水薫里,,荒井弘二(リード)|竹下功一|高原誉之|西尾香織(キャラクターデザイン)|辻野寅次郎(オリジナルキャラクターデザイン)|あいだちか(コンセプトアート),嶋倉一朗,広井王子,遠藤英俊,
2003-10-24,バンプレスト,レジェンドオブダイナミック豪翔伝崩界の輪舞曲,0,3,RPG,?,?,0,,,,,,,,
2003-10-31,サクセス,みんなのソフトシリーズZOOO,0,2,PZL,"￥3,654","￥3,500代",0,,,,,,,,
2003-10-31,エム・ティー･オー,みんなのソフトシリーズみんなの麻雀,0,2,TBL,"￥2,980","￥3,000代",0,,,,,,,,
2003-10-31,サクセス,みんなのソフトシリーズ上海,0,2,PZL,"￥3,654","￥3,500代",0,,,,,,,,
2003-11-01,トミー,サンリオピューロランドオールキャラクターズ,0,2,PZL,"￥4,800","￥5,000代",0,,,,,,,,
2003-11-13,エレクトロニック・アーツ,ハリー・ポッタークイディッチ・ワールドカップ,0,3,SPT,"￥4,800","￥5,000代",0,,,,,,,,
2003-11-14,ティーディーケイコア,こいぬちゃんのはじめてのおさんぽ～子犬のこころ育成ゲーム～,0,3,SLG,"￥4,800","￥5,000代",0,,,,,,,,
2003-11-14,スクウェア・エニックス,スライムもりもりドラゴンクエスト衝撃のしっぽ団,0,4,ADV,"￥5,800","￥6,000代",0,,,,,,,,
2003-11-21,メトロ・スリーディジャパン,パズにんうみにんのパズルでにむ,0,2,PZL,"￥4,800","￥5,000代",0,,,,,,,,
2003-11-21,任天堂,マリオ＆ルイージRPG,0,4,RPG,"￥4,800","￥5,000代",0,,前川嘉彦,,,下村陽子,窪田博之,宮本茂|水野哲夫,
2003-11-21,カプコン,ミッキーとドナルドのマジカルクエスト3,0,2,ACT,"￥4,800","￥5,000代",0,,,,,山口真理|西村達也,,,
2003-11-21,エム・ティー･オー,みんなのソフトシリーズひょっこりひょうたん島ドン・ガバチョ大活躍の巻,0,2,ACT,"￥3,980","￥4,000代",0,,,,,,,,
2003-11-27,バンダイ,SDガンダムGジェネレーションアドバンス,0,4,RPG,"￥5,800","￥6,000代",0,,,,,,,,
2003-11-28,任天堂,F-ZEROファルコン伝説,0,4,RCG,"￥4,800","￥5,000代",0,,,,芦田豊雄|大河広行|小原渉平,根岸貴幸,,,
2003-11-28,カルチャーブレーン,ハムスター物語3EX・4・スペシャル,0,0,SLG,"￥4,800","￥5,000代",0,,,,,,,,
2003-11-28,サクセス,みんなのソフトシリーズテトリスアドバンス,0,2,RPG,"￥3,654","￥3,500代",0,,,,,,,,
2003-12-04,コナミ,あしたのジョー真っ赤に燃え上がれ,0,4,ACT,"￥4,980","￥5,000代",0,,,,,,,,
2003-12-04,コナミ,クラッシュ・バンディクーアドバンス2ぐるぐるさいみん大パニック,0,3,ACT,"￥4,980","￥5,000代",0,,,,,,,,
2003-12-04,セガ,ソニックバトル,0,4,ACT,"￥4,980","￥5,000代",0,,林智之,はまのたかひろ|林智之,林智之|菊地麻比古,前田龍之|床井健一|小林秀聡,菊地麻比古,中裕司,
2003-12-04,コナミ,パワプロクンポケット6,0,3,SPT,"￥4,980","￥5,000代",0,,,,,,,,
2003-12-04,タカラ,冒険遊記プラスターワールド伝説のプラストゲートEX,0,3,RPG,"￥6,800","￥7,000代",0,,,,,,,,
2003-12-04,コナミ,みんなの王子様,0,5,ETC,"￥4,980","￥5,000代",0,,,,興村忠美,佐橋俊彦,,,
2003-12-05,エム・ティー･オー,学園戦記ムリュウ,0,3,ADV,"￥4,800","￥5,000代",0,,,,吉松孝博|井上邦彦,大野雄二,佐藤竜雄,,
2003-12-05,ロケットカンパニー,ガチャステダイナデバイス2ドラゴン,0,2,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2003-12-05,ロケットカンパニー,ガチャステダイナデバイス2フェニックス,0,2,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2003-12-05,イマジニア,シナモロールここにいるよ,0,2,PZL,"￥4,800","￥5,000代",0,,,,,,,,
2003-12-05,エポック社,シルバニアファミリー妖精のステッキとふしぎの木,0,3,ADV,"￥4,800","￥5,000代",0,,,,,,,,
2003-12-06,ユークス,ファインディング・ニモ,0,3,ADV,"￥4,800","￥5,000代",0,,,,,トーマス・ニューマン|ロビー・ウィリアムズ,アンドリュー・スタントン|ボブ・ピーターソン|デヴィッド・レイノルズ,,
2003-12-11,コナミ,ゲゲゲの奇太郎危機一髪妖列島,0,4,ACT,"￥4,980","￥5,000代",0,,,,,,,,
2003-12-11,アタリジャパン,ゴジラ怪獣大乱闘アドバンス,0,2,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2003-12-11,コナミ,コロッケ3クラニュー王国の謎,0,4,ACT,"￥4,980","￥5,000代",0,,,,,,,,
2003-12-11,コナミ,わがままフェアリーミルモでポン8人の時の妖精,0,3,ADV,"￥6,800","￥7,000代",0,,,,,,,,
2003-12-12,ティーディーケイコア,カードキャプターさくらさくらカードDEミニゲーム！,0,2,ETC,"￥4,800","￥5,000代",0,,,,,,,,
2003-12-12,バンプレスト,金色のガッシュベルうなれ友情の電撃(ザゲル),0,3,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2003-12-12,任天堂,スーパードンキーコング,0,3,ACT,"￥4,800","￥5,000代",0,,ティム・スタンパー,クリス・サザーランド|ブレンダン・ガン,グレッグ・メイレス|スティーヴ・メイルズ|ケヴィン・ベイリス|マーク・スティーヴンソン,デヴィッド・ワイズ|イーブリン・フィッシャー|ロビン・ビーンランド,,,
2003-12-12,ティーディーケイコア,ピカピカナース物語はつらつナース育成ゲーム,0,2,SLG,"￥4,800","￥5,000代",0,,,,,,,,
2003-12-12,カプコン,ロックマンエグゼ4トーナメントブルームーン,0,3,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2003-12-12,カプコン,ロックマンエグゼ4トーナメントレッドサン,0,3,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2003-12-12,マーベラス,牧場物語～ミネラルタウンのなかまたちforガール～,0,4,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2003-12-18,セガ,ASTROBOY鉄腕アトムアトムハートの秘密,0,3,ACT,"￥4,980","￥5,000代",0,,岡野哲,八井田満,八井田満,半沢紀夫| 金子剛,岡野哲,熊谷美恵,
2003-12-18,Ｄ３パブリッシャー,SIMPLE2960ともだちシリーズVol.3THEいつでもパズルまっすぐ揃えてストローズ,0,2,PZL,"￥2,960","￥3,000代",0,,,,,,,,
2003-12-18,Ｄ３パブリッシャー,SIMPLE2960ともだちシリーズVol.4THEトランプみんなで遊べる12種類のトランプゲーム,0,2,TBL,"￥2,960","￥3,000代",0,,,,,,,,
2003-12-18,コナミ,マーメイドメロディーぴちぴちピッチぴちぴちパーティー,0,4,ACT,"￥4,980","￥5,000代",0,,,,,,,,
2003-12-18,エレクトロニック・アーツ,メダルオブオナーアドバンス,0,4,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2003-12-19,エム・ティー･オー,お茶犬の部屋,0,3,TBL,"￥3,980","￥4,000代",0,,,,,,,,
2003-12-19,カルチャーブレーン,わんわん名探偵,0,3,SLG,"￥4,800","￥5,000代",0,,,,,,,,
2003-12-30,カルチャーブレーン,魔女っ子クリームちゃんのごっこシリーズ(1)「わんにゃんアイドル学園」,0,2,SLG,"￥4,800","￥5,000代",0,,,,,,,,
2004-01-08,エレクトロニック・アーツ,ロードオブザリング/王の帰還,0,4,ACT,"￥4,800","￥5,000代",0,,,,,ハワード・ショア,J・R・R・トールキン,,
2004-01-22,エレクトロニック・アーツ,ザ・シムズ,0,4,SLG,"￥4,800","￥5,000代",0,,,,,,,,
2004-01-23,カプコン,逆転裁判3,0,3,ADV,"￥4,800","￥5,000代",0,,,,,,,,
2004-01-29,任天堂,ポケットモンスターファイアレッド,0,4,RPG,"￥4,800","￥5,000代",154,,増田順一|田尻智,渡辺哲也(リーダー)|なかむら ひろゆき|田谷正夫|のはら さとし|いわさわ みゆき|ごとう だいすけ|森昭人(システム)|曽我部仙史(システム)|玉田荘介(システム),増田順一|西野弘二|太田哲司|佐藤仁美|大森滋|たかはし ただし|杉森建(アートディレクター)|海野隆雄(グラフィックデザインリーダー),一之瀬剛|増田順一,佐藤仁美|田尻智,陣内弘之|出石武宏|鶴宏明|岩田聡|石原恒和,
2004-01-29,任天堂,ポケットモンスターリーフグリーン,0,4,RPG,"￥4,800","￥5,000代",123,,増田順一|田尻智,渡辺哲也(リーダー)|なかむら ひろゆき|田谷正夫|のはら さとし|いわさわ みゆき|ごとう だいすけ|森昭人(システム)|曽我部仙史(システム)|玉田荘介(システム),増田順一|西野弘二|太田哲司|佐藤仁美|大森滋|たかはし ただし|杉森建(アートディレクター)|海野隆雄(グラフィックデザインリーダー),一之瀬剛|増田順一,佐藤仁美|田尻智,陣内弘之|出石武宏|鶴宏明|岩田聡|石原恒和,
2004-02-05,コナミ,遊☆戯☆王デュエルモンスターズエキスパート3,0,4,CARD,"￥4,800","￥5,000代",0,,,,,,,,
2004-02-11,エレクトロニック・アーツ,007エブリシングオアナッシング,0,3,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2004-02-12,セガ,リリパット王国～リリモニといっしょプニ！～,0,3,ADV,"￥4,800","￥5,000代",0,,,,,,,,
2004-02-14,任天堂,ファミコンミニ01スーパーマリオブラザーズ,0,2,ACT,"￥2,000","￥2,000代",128,,宮本茂,中郷俊彦|森田和明|西田泰也,宮本茂|宮本茂|手塚卓志,近藤浩治,,山内溥|池田宏|宮本茂,
2004-02-14,任天堂,ファミコンミニ02ドンキーコング,0,1,ACT,"￥2,000","￥2,000代",0,,,,,,,,
2004-02-14,任天堂,ファミコンミニ03アイスクライマー,0,2,ACT,"￥2,000","￥2,000代",0,,,,,,,,
2004-02-14,任天堂,ファミコンミニ04エキサイトバイク,0,1,RCG,"￥2,000","￥2,000代",0,,,,,,,,
2004-02-14,任天堂,ファミコンミニ05ゼルダの伝説1,0,1,RPG,"￥2,000","￥2,000代",0,,,,,,,,
2004-02-14,ナムコ,ファミコンミニ06パックマン,0,1,ACT,"￥2,000","￥2,000代",0,,,,,,,,
2004-02-14,ナムコ,ファミコンミニ07ゼビウス,0,2,SHT,"￥2,000","￥2,000代",0,,,,,,,,
2004-02-14,ナムコ,ファミコンミニ08マッピー,0,1,ACT,"￥2,000","￥2,000代",0,,,,,,,,
2004-02-14,ハドソン,ファミコンミニ09ボンバーマン,0,1,ACT,"￥2,000","￥2,000代",0,,,,,,,,
2004-02-14,ハドソン,ファミコンミニ10スターソルジャー,0,1,SHT,"￥2,000","￥2,000代",0,,,,,,,,
2004-03-04,コナミ,探偵学園Q究極トリックに挑め！,0,4,ADV,"￥4,980","￥5,000代",0,,,,,,,,
2004-03-05,エム・ティー･オー,おしゃれワンコ,0,3,SLG,"￥5,040","￥5,000代",0,,,,,,,,
2004-03-05,アトラス,ダウンタウン熱血物語ex,0,2,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2004-03-05,アトラス,ダブルドラゴン双載龍Advance,0,2,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2004-03-05,ジョルダン,対決！ウルトラヒーロー,0,3,ACT,"￥4,800","￥5,000代",0,,,,,ナオト・インティライミ(作詞・作曲),,,
2004-03-11,バンダイ,ワンピースゴーイングベースボール,0,3,SPT,"￥5,040","￥5,000代",0,,,,,,,,
2004-03-18,コナミ,テニスの王子様2004GloriousGold,0,5,SPT,"￥4,980","￥5,000代",0,,,,,,,,
2004-03-18,コナミ,テニスの王子様2004StylishSilver,0,5,SPT,"￥4,980","￥5,000代",0,,,,,,,,
2004-03-18,タカラ,デュエル・マスターズ2～インビンシブル・アドバンス～,0,4,CARD,"￥4,800","￥5,000代",0,,,,,,,,
2004-03-18,コナミ,マーメイドメロディーぴちぴちピッチぴちぴちっとライブスタート！,0,5,ACT,"￥4,980","￥5,000代",0,,,,,,,,
2004-03-18,キッズステーション,絶体絶命でんぢゃらすじｰさん泣きの1回～絶対服従ばいおれんす校長わがはいが一番えらいんじゃい！！～,0,3,ADV,"￥4,800","￥5,000代",0,,,,,,,,
2004-03-18,コナミ,遊☆戯☆王双六のスゴロク,0,3,CARD,"￥4,980","￥5,000代",0,,,,,,,,
2004-03-25,ハドソン,ボボボーボ・ボーボボ9極戦士ギャグ融合,0,4,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2004-03-25,カルチャーブレーン,魔女っ子クリームちゃんのごっこシリーズ2,0,3,ETC,?,?,0,,,,,,,,
2004-03-26,ティーディーケイコア,あかちゃんどうぶつ園～動物のあかちゃん飼育係育成ゲーム！！～,0,3,SLG,"￥4,800","￥5,000代",0,,,,,,,,
2004-03-26,バンプレスト,ドラゴンボールZ舞空闘劇,0,4,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2004-03-26,マーベラス,ぷくぷく天然かいらんばん-恋のキューピット大作戦-,0,2,ADV,"￥4,800","￥5,000代",0,,,,,,,,
2004-03-26,マーベラス,リカちゃんのおしゃれ日記,0,3,ADV,?,?,0,,,,,,,,
2004-03-26,バンダイ,鋼の錬金術師迷走の輪舞曲,0,3,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2004-04-01,バンダイ,デジモンレーシング,0,3,RCG,"￥5,040","￥5,000代",0,,,,,,,,
2004-04-01,マーベラス,東京魔人学園符咒封録,0,4,ADV,"￥6,090","￥6,000代",0,,,,,,,,
2004-04-02,カルチャーブレーン,仔犬といっしょ2～愛情物語～,0,4,SLG,"￥5,040","￥5,000代",0,,,,,,,,
2004-04-15,任天堂,星のカービィ鏡の大迷宮,0,4,ACT,"￥4,800","￥5,000代",74,,,,,,,,
2004-04-16,バンプレスト,クレヨンしんちゃん嵐を呼ぶシネマランドの大冒険！,0,4,ADV,"￥5,040","￥5,000代",0,,,,,,,,
2004-04-22,チュンソフト,シレン・モンスターズNETSAL,0,4,SPT,"￥5,040","￥5,000代",0,,,,,,,,
2004-04-22,任天堂,マリオゴルフGBAツアー,0,4,SPT,"￥4,800","￥5,000代",0,,,,,,,,
2004-04-23,NECインターチャネル,Piaキャロットへようこそ！！3.3,0,3,SLG,"￥5,900","￥6,000代",0,,,,,,,,
2004-04-23,エム・ティー･オー,カードキャプターさくら-さくらカード編-～さくらとカードとおともだち～,0,4,ADV,?,?,0,,,,樋上いたる|門之園恵美|池田和美,折戸伸治|戸越まごめ|麻枝准,志茂文彦,馬場隆博,
2004-04-23,カプコン,ロックマンZERO3,0,3,RPG,"￥5,040","￥5,000代",0,,,,,,,,
2004-04-23,キングレコード,宇宙のステルヴィア,0,3,SLG,?,?,0,,,,うのまこと|鷲尾直広,長岡成貢,XEBEC,,
2004-04-29,トミー,NARUTO-ナルト-最強忍者大結集2,0,3,ACT,"￥5,040","￥5,000代",0,,,,,,,,
2004-04-29,フウキ,ZEROONESP,0,4,ADV,"￥5,040","￥5,000代",0,,,,,,,,
2004-04-29,コナミ,ピューと吹く！ジャガービョ～と出る！メガネくん,0,3,RPG,"￥5,229","￥5,000代",0,,,,,,うすた京介,,
2004-04-29,トミー,ミッキーのポケットリゾート,0,4,ACT,"￥5,040","￥5,000代",0,,,,,,,,
2004-04-30,スターフィッシュ,鋼鉄帝国fromHOT・B,0,2,SHT,"￥5,040","￥5,000代",0,,,,,,,,
2004-05-13,バンダイ,機動戦士ガンダムSEED友と君と戦場で。,0,3,ADV,"￥5,040","￥5,000代",0,,,,,,,,
2004-05-21,任天堂,ファミコンミニ11マリオブラザーズ,0,2,ACT,"￥2,000","￥2,000代",0,,,,,,,,
2004-05-21,任天堂,ファミコンミニ12クルクルランド,0,2,ACT,"￥2,000","￥2,000代",0,,,,,,,,
2004-05-21,任天堂,ファミコンミニ13バルーンファイト,0,2,ACT,"￥2,000","￥2,000代",0,,,,,,,,
2004-05-21,任天堂,ファミコンミニ14レッキングクルー,0,2,ACT,"￥2,000","￥2,000代",0,,,,,,,,
2004-05-21,任天堂,ファミコンミニ15ドクターマリオ,0,2,PZL,"￥2,000","￥2,000代",0,,,,,,,,
2004-05-21,任天堂,ファミコンミニ16ディグダグ,0,2,ACT,"￥2,000","￥2,000代",0,,,,,,,,
2004-05-21,任天堂,ファミコンミニ17高橋名人の冒険島,0,2,ACT,"￥2,000","￥2,000代",0,,,,,,,,
2004-05-21,任天堂,ファミコンミニ18魔界村,0,2,ACT,"￥2,000","￥2,000代",0,,,,,,,,
2004-05-21,任天堂,ファミコンミニ19ツインビー,0,2,SHT,"￥2,000","￥2,000代",0,,,,,,,,
2004-05-21,任天堂,ファミコンミニ20がんばれゴエモンからくり道中,0,2,ACT,"￥2,000","￥2,000代",0,,,,,,,,
2004-05-27,ジャレコ,じゃじゃ丸Jr.伝承記～ジャレコレもあり候～,0,2,ACT,"￥5,040","￥5,000代",0,,,,,,,,
2004-05-27,任天堂,メトロイドゼロミッション,0,3,ACT,"￥4,800","￥5,000代",0,,坂本賀勇,,,山本健誌|濱野美奈子,,出石武宏,
2004-06-10,任天堂,マリオvs.ドンキーコング,0,4,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2004-06-17,セガ,ソニックアドバンス3,0,4,ACT,?,?,0,,,,,,,,
2004-06-17,コナミ,フロッガー古代文明のなぞ,0,3,ACT,"￥5,229","￥5,000代",0,,,,,,,,
2004-06-24,ミコット・エンド・バサラ,BBボール,0,3,SPT,"￥6,090","￥6,000代",0,,,,,,,,
2004-06-24,カルチャーブレーン,スーパーチャイニーズ1・2アドバンス,0,2,ACT,"￥5,040","￥5,000代",0,,,,,,,,
2004-06-24,スクウェア・エニックス,ドラゴンクエストキャラクターズトルネコの大冒険3アドバンス不思議のダンジョン,0,4,RPG,"￥5,980","￥6,000代",0,,,,,,,,
2004-06-25,エム・ティー･オー,ワンコでくるりん！ワンクル,0,3,PZL,"￥5,040","￥5,000代",0,,,,,,,,
2004-06-26,エレクトロニック・アーツ,ハリー・ポッターとアズカバンの囚人,0,4,ACT,"￥5,040","￥5,000代",0,,,,,,,,
2004-07-01,任天堂,スーパードンキーコング2,0,3,ACT,"￥4,800","￥5,000代",0,,,クリス・サザーランド,グレッグ・メイレス|アンドリュー・コラード|スティーヴ・メイレス,デビッド・ワイズ,リー・ラブデー(英語版),グレッグ・メイレス(英語版),
2004-07-15,バンダイ,かいけつゾロリとまほうのゆうえんちお姫様をすくえ！,0,4,ACT,"￥5,040","￥5,000代",0,,,,,,,,
2004-07-15,ブロッコリー,でじこミュニケーション2(にょ)打倒！ブラックゲマゲマ団,0,4,SLG,?,?,0,,,,,,,,
2004-07-15,任天堂,とっとこハム太郎ハムハムスポーツ,0,4,SPT,"￥4,800","￥4,800",0,,,,,,,,
2004-07-15,ＥＲＴＡＩＮ,モンスターサマナー,0,3,SLG,?,?,0,,,,,,,,
2004-07-15,コナミ,わがまま☆フェアリーミルモでポン！夢のカケラ,0,3,SLG,"￥5,229","￥5,000代",0,,須藤典彦[注 1],,松原徳弘|亀田祥倫,やまだ豊,青山剛昌,,
2004-07-16,バンプレスト,金色のガッシュベル！！魔界のブックマーク,0,3,RPG,"￥5,040","￥5,000代",0,,中村哲冶→貝澤幸男,,大塚健,大谷幸,雷句誠,,
2004-07-16,キッズステーション,絶体絶命でんぢゃらすじーさん痛～怒りのおしおきブルース～,0,3,ACT,?,?,0,,,,,,,,
2004-07-22,コナミ,GetRide！アムドライバー閃光のヒーロー誕生！,0,4,RCG,"￥5,229","￥5,000代",0,,,,,,,,
2004-07-22,トミー,NARUTO-ナルト-ナルトRPG～受けつがれし火の意志～,0,4,RPG,"￥5,040","￥5,000代",0,,,,,,,,
2004-07-22,コナミ,コロッケ！4バンクの森の守護神,0,4,ACT,"￥5,229","￥5,000代",0,,,,,,,,
2004-07-22,タカラ,デュエルマスターズ2切札勝舞Ver.,0,3,CARD,"￥5,040","￥5,000代",0,,,,,,,,
