発売日,ハード,タイトル,メモリ,容量(bit),価格,ジャンル,ジョブカテゴリ,カウント
1994-12-03,PS,爆烈サッカー,0,0,🚧,SPT,0,0
1994-12-03,PS,コワイシャシン 心霊写真奇譚,0,0,🚧,ACT,0,0
1994-12-03,PS,Major Wave シリーズ アーケードヒッツ フリスキー･トム,0,0,🚧,SHT,0,0
1994-12-03,PS,SIMPLE1500シリーズ Vol.99 THE 剣道 ～剣の花道～,0,0,🚧,SPT,0,0
1994-12-03,PS,SIMPLE1500シリーズ Vol.100 THE 宇宙飛行士,0,0,🚧,ACT,0,0
1994-12-03,PS,SuperLite1500シリーズ ボンボート,0,0,🚧,ACT,0,0
1994-12-03,PS,仮面ライダー龍騎,0,0,🚧,FTG,0,0
1994-12-03,PS,帰ってきたサイボーグクロちゃん,0,0,🚧,ACT,0,0
1994-12-03,PS,真・女神転生if...,0,0,🚧,RPG,0,0
1994-12-03,PS,SIMPLE1500シリーズ Vol.101 THE 銭湯,0,0,🚧,ADV,0,0
1994-12-03,PS,真・女神転生 デビルチルドレン 黒の書・赤の書,0,0,🚧,RPG,0,0
1994-12-03,PS,ジャレココレクション Vol.1,0,0,🚧,etc,0,0
1994-12-03,PS,FRONT MISSION 1st,0,0,🚧,SRPG,0,0
1994-12-03,PS,Cardinal Syn,0,0,🚧,ACT,0,0
1987-10-30,PCE,ビックリマンワールド (Vol.2),0,0,🚧,ACT,0,0
1987-10-30,PCE,上海 (Vol.4),0,0,🚧,PZL,0,0
1987-10-30,PCE,THE 功夫 (Vol.1),0,0,🚧,ACT,0,0
1987-10-30,PCE,カトちゃんケンちゃん (Vol.6),0,0,🚧,ACT,0,0
1987-10-30,PCE,ビクトリーラン (Vol.3),0,0,🚧,RCG,0,0
1987-10-30,PCE,邪聖剣ネクロマンサー (Vol.5),0,0,🚧,RPG,0,0
1987-10-30,PCE,妖怪道中記,0,0,🚧,ACT,0,0
1987-10-30,PCE,R-TYPE I (Vol.7),0,0,🚧,SHT,0,0
1987-10-30,PCE,遊々人生 (Vol.8),0,0,🚧,ETC,0,0
1987-10-30,PCE,プロ野球 ワールドスタジアム,0,0,🚧,SPT,0,0
1987-10-30,PCE,R-TYPE II (Vol.9),0,0,🚧,SHT,0,0
1987-10-30,PCE,戦国麻雀 (Vol.10),0,0,🚧,ETC,0,0
1987-10-30,PCE,ギャラガ’８８,0,0,🚧,SHT,0,0
1987-10-30,PCE,パワーリーグ (Vol.11),0,0,🚧,SPT,0,0
1987-10-30,PCE,プロテニス ワールドコート,0,0,🚧,SPT,0,0
1987-10-30,PCE,魔神英雄伝ワタル (Vol.12),0,0,🚧,ACT,0,0
1987-10-30,PCE,エイリアンクラッシュ,0,0,🚧,ETC,0,0
1987-10-30,PCE,ガイアの紋章,0,0,🚧,SLG,0,0
1987-10-30,PCE,魔境伝説 (Vol.1),0,0,🚧,ACT,0,0
1987-10-30,PCE,ファンタジーゾーン,0,0,🚧,SHT,0,0
1987-10-30,PCE,定吉七番 (Vol.14),0,0,🚧,ADV,0,0
1987-10-30,PCE,CD-ROM2 SYSTEM Ver1.0,0,0,🚧,SYS,0,0
1987-10-30,PCE,CD-ROM2 SYSTEM Ver2.0,0,0,🚧,SYS,0,0
1987-10-30,PCE,スペースハリアー,0,0,🚧,SHT,0,0
1987-10-30,PCE,ドラゴンスピリット,0,0,🚧,SHT,0,0
1987-10-30,PCE,あっぱれゲートボール (Vol.13),0,0,🚧,SPT,0,0
1987-10-30,PCE,ビジランテ (Vol.1),0,0,🚧,ACT,0,0
1987-10-30,PCE,ソンソンII,0,0,🚧,ACT,0,0
1987-10-30,PCE,ネクタリス (Vol.16),0,0,🚧,SLG,0,0
1987-10-30,PCE,モトローダー,0,0,🚧,RCG,0,0
1987-10-30,PCE,はにい･いんざ･すかい,0,0,🚧,SHT,0,0
1987-10-30,PCE,ウイニングショット,0,0,🚧,SPT,0,0
1987-10-30,PCE,ダンジョンエクスプローラ (Vol.15),0,0,🚧,ARPG,0,0
1987-10-30,PCE,アウトライブ,0,0,🚧,RPG,0,0
1987-10-30,PCE,改造町人シュビビンマン,0,0,🚧,ACT,0,0
1987-10-30,PCE,P-47,0,0,🚧,SHT,0,0
1987-10-30,PCE,F1 PILOT,0,0,🚧,RCG,0,0
1987-10-30,PCE,死霊戦線,0,0,🚧,ARPG,0,0
1987-10-30,PCE,がんばれ! ゴルフボーイズ,0,0,🚧,SPT,0,0
1987-10-30,PCE,ディープブルー海底神話,0,0,🚧,SHT,0,0
1987-10-30,PCE,究極タイガー,0,0,🚧,SHT,0,0
1987-10-30,PCE,魔界八犬伝SHADA,0,0,🚧,RPG,0,0
1987-10-30,PCE,エナジー,0,0,🚧,ACT,0,0
1987-10-30,PCE,ワンダーモモ,0,0,🚧,ACT,0,0
1987-10-30,PCE,凄ノ王伝説 (Vol.17),0,0,🚧,RPG,0,0
1987-10-30,PCE,パワーゴルフ (Vol.18),0,0,🚧,SPT,0,0
1987-10-30,PCE,ナグザットオープン,0,0,🚧,SPT,0,0
1987-10-30,PCE,ナグザットスタジアム,0,0,🚧,SPT,0,0
1987-10-30,PCE,パックランド,0,0,🚧,ACT,0,0
1987-10-30,PCE,わいわい麻雀,0,0,🚧,ETC,0,0
1987-10-30,PCE,ファイヤープロレスリング コンビネーションタッグ,0,0,🚧,SPT,0,0
1987-10-30,PCE,サイバークロス,0,0,🚧,ACT,0,0
1987-10-30,PCE,神武伝承,0,0,🚧,ACT,0,0
1987-10-30,PCE,ニンジャウォーリアーズ,0,0,🚧,ACT,0,0
1987-10-30,PCE,ガンヘッド (Vol.19),0,0,🚧,SHT,0,0
1987-10-30,PCE,ファイナルラップツイン,0,0,🚧,RCG,0,0
1987-10-30,PCE,サイドアーム,0,0,🚧,SHT,0,0
1987-10-30,PCE,武田信玄,0,0,🚧,ACT,0,0
1987-10-30,PCE,めぞん一刻,0,0,🚧,ADV,0,0
1987-10-30,PCE,パワーリーグII (Vol.20),0,0,🚧,SPT,0,0
1987-10-30,PCE,ブレイクイン,0,0,🚧,ETC,0,0
1987-10-30,PCE,F1ドリーム,0,0,🚧,RCG,0,0
1987-10-30,PCE,ロックオン,0,0,🚧,SHT,0,0
1987-10-30,PCE,ならずもの戦闘部隊 ブラッディウルフ,0,0,🚧,ACT,0,0
1987-10-30,PCE,オーダイン,0,0,🚧,SHT,0,0
1987-10-30,PCE,スーパー桃太郎電鉄 (Vol.21),0,0,🚧,ETC,0,0
1987-10-30,PCE,獣王記,0,0,🚧,ACT,0,0
1987-10-30,PCE,アーティストツール,0,0,🚧,ETC,0,0
1987-10-30,PCE,ダブルダンジョン,0,0,🚧,RPG,0,0
1987-10-30,PCE,デジタルチャンプ　バトルボクシング,0,0,🚧,SPT,0,0
1987-10-30,PCE,竜の子ファイター,0,0,🚧,ACT,0,0
1987-10-30,PCE,ドラえもん 迷宮大作戦 (Vol.22),0,0,🚧,ACT,0,0
1987-10-30,PCE,都留照人の実戦株式倍バイゲーム,0,0,🚧,SLG,0,0
1987-10-30,PCE,ニュートピア (Vol.23),0,0,🚧,ARPG,0,0
1987-10-30,PCE,麻雀学園 東間宗四郎登場,0,0,🚧,ETC,0,0
1987-10-30,PCE,大地くん　クライシス,0,0,🚧,SLG,0,0
1987-10-30,PCE,ジャックニクラウス チャンピオンシップゴルフ,0,0,🚧,SPT,0,0
1987-10-30,PCE,バリバリ伝説,0,0,🚧,RCG,0,0
1987-10-30,PCE,バトルエース,0,0,🚧,SHT,0,0
1987-10-30,PCE,Mr.HELIの大冒険 (Vol.2),0,0,🚧,SHT,0,0
1987-10-30,PCE,USAプロバスケットボール,0,0,🚧,SPT,0,0
1987-10-30,PCE,ブルファイト リングの覇者,0,0,🚧,SPT,0,0
1987-10-30,PCE,忍 SHINOBI,0,0,🚧,ACT,0,0
1987-10-30,PCE,PC原人 (Vol.24),0,0,🚧,ACT,0,0
1987-10-30,PCE,これがプロ野球'89,0,0,🚧,SPT,0,0
1987-10-30,PCE,ナイトライダースペシャル,0,0,🚧,RCG,0,0
1987-10-30,PCE,ヘビーユニット,0,0,🚧,SHT,0,0
1987-10-30,PCE,弁慶外伝 (Vol.2),0,0,🚧,RPG,0,0
1987-10-30,PCE,F1トリプルバトル,0,0,🚧,RCG,0,0
1987-10-30,PCE,ヴォルフィード,0,0,🚧,PZL,0,0
1987-10-30,PCE,アトミックロボキッド (Vol.1),0,0,🚧,SHT,0,0
1987-10-30,PCE,ガイフレーム,0,0,🚧,SLG,0,0
1987-10-30,PCE,タイトー チェイスH.Q.,0,0,🚧,RCG,0,0
1987-10-30,PCE,逐電屋 藤兵衛,0,0,🚧,ADV,0,0
1987-10-30,PCE,麻雀刺客列伝 麻雀ウォーズ,0,0,🚧,ETC,0,0
1987-10-30,PCE,スーパーバレーボール,0,0,🚧,SPT,0,0
1987-10-30,PCE,ニュージーランドストーリー,0,0,🚧,ACT,0,0
1987-10-30,PCE,ブロディア (Vol.25),0,0,🚧,PZL,0,0
1987-10-30,PCE,虎への道,0,0,🚧,ACT,0,0
1987-10-30,PCE,飛装騎兵カイザード,0,0,🚧,SLG,0,0
1987-10-30,PCE,パラノイア,0,0,🚧,SHT,0,0
1987-10-30,PCE,シティハンター,0,0,🚧,ACT,0,0
1987-10-30,PCE,スペースインベーダーズ 復活の日,0,0,🚧,SHT,0,0
1987-10-30,PCE,謎のマスカレード,0,0,🚧,ADV,0,0
1987-10-30,PCE,サイバーコア,0,0,🚧,SHT,0,0
1987-10-30,PCE,源平討魔伝,0,0,🚧,ACT,0,0
1987-10-30,PCE,倉庫番ワールド,0,0,🚧,PZL,0,0
1987-10-30,PCE,アームドF,0,0,🚧,SHT,0,0
1987-10-30,PCE,奇々怪界,0,0,🚧,ACT,0,0
1987-10-30,PCE,BE BALL (Vol.28),0,0,🚧,ACT,0,0
1987-10-30,PCE,キングオブカジノ,0,0,🚧,ETC,0,0
1987-10-30,PCE,ドロップロックほらホラ,0,0,🚧,ACT,0,0
1987-10-30,PCE,熱血高校ドッジボール部　PC番外編,0,0,🚧,SPT,0,0
1987-10-30,PCE,スプラッターハウス,0,0,🚧,ACT,0,0
1987-10-30,PCE,サイコチェイサー,0,0,🚧,SHT,0,0
1987-10-30,PCE,魔動王グランゾート,0,0,🚧,ACT,0,0
1987-10-30,PCE,パワードリフト,0,0,🚧,RCG,0,0
1987-10-30,PCE,ネクロスの要塞,0,0,🚧,RPG,0,0
1987-10-30,PCE,バルンバ,0,0,🚧,SHT,0,0
1987-10-30,PCE,フォーメーションサッカー ヒューマンカップ90,0,0,🚧,SPT,0,0
1987-10-30,PCE,青いブリンク,0,0,🚧,ACT,0,0
1987-10-30,PCE,マニアックプロレス (Vol.27),0,0,🚧,SPT,0,0
1987-10-30,PCE,ドンドコドン,0,0,🚧,ACT,0,0
1987-10-30,PCE,シンドバッド 地底の大魔宮,0,0,🚧,RPG,0,0
1987-10-30,PCE,ヴェイグス,0,0,🚧,ACT,0,0
1987-10-30,PCE,ダウンロード,0,0,🚧,SHT,0,0
1987-10-30,PCE,これがプロ野球'90,0,0,🚧,SPT,0,0
1987-10-30,PCE,ゼビウス ファードラウト伝説,0,0,🚧,SHT,0,0
1987-10-30,PCE,パズニック,0,0,🚧,PZL,0,0
1987-10-30,PCE,麻雀学園MILD 東間宗四郎登場,0,0,🚧,ETC,0,0
1987-10-30,PCE,CD-ROM2 SYSTEM Ver2.1,0,0,🚧,SYS,0,0
1987-10-30,PCE,スーパースターソルジャー (Vol.30),0,0,🚧,SHT,0,0
1987-10-30,PCE,ラスタンサーガII,0,0,🚧,ACT,0,0
1987-10-30,PCE,最後の忍道 NINJA SPIRIT (Vol.4),0,0,🚧,ACT,0,0
1987-10-30,PCE,超絶倫人ベラボーマン,0,0,🚧,ACT,0,0
1987-10-30,PCE,デビルクラッシュ,0,0,🚧,ETC,0,0
1987-10-30,PCE,桃太郎伝説ターボ (Vol.29),0,0,🚧,RPG,0,0
1987-10-30,PCE,イメージファイト (Vol.3),0,0,🚧,SHT,0,0
1987-10-30,PCE,ロードランナー 失われた迷宮 (ロストラビリンス),0,0,🚧,PZL,0,0
1987-10-30,PCE,ワールドビーチバレー,0,0,🚧,SPT,0,0
1987-10-30,PCE,大魔界村,0,0,🚧,ACT,0,0
1987-10-30,PCE,地獄めぐり,0,0,🚧,ACT,0,0
1987-10-30,PCE,ワルキューレの伝説,0,0,🚧,ACT,0,0
1987-10-30,PCE,クラックス,0,0,🚧,PZL,0,0
1987-10-30,PCE,パワーリーグIII (Vol.31),0,0,🚧,SPT,0,0
1987-10-30,PCE,将棋 初段一直線,0,0,🚧,ETC,0,0
1987-10-30,PCE,麻雀悟空スペシャル,0,0,🚧,ETC,0,0
1987-10-30,PCE,オペレーションウルフ,0,0,🚧,SHT,0,0
1987-10-30,PCE,はにい･おんざ･ろおど,0,0,🚧,ACT,0,0
1987-10-30,PCE,暗黒伝説,0,0,🚧,ACT,0,0
1987-10-30,PCE,F1サーカス,0,0,🚧,RCG,0,0
1987-10-30,PCE,関ヶ原,0,0,🚧,SLG,0,0
1987-10-30,PCE,ダライアスプラス,0,0,🚧,SHT,0,0
1987-10-30,PCE,桃太郎活劇 (Vol.32),0,0,🚧,ACT,0,0
1987-10-30,PCE,アフターバーナーII,0,0,🚧,SHT,0,0
1987-10-30,PCE,ゴモラスピード (Vol.2),0,0,🚧,ACT,0,0
1987-10-30,PCE,ダイハード,0,0,🚧,ACT,0,0
1987-10-30,PCE,ダブルリング,0,0,🚧,SHT,0,0
1987-10-30,PCE,ファイナルブラスター,0,0,🚧,SHT,0,0
1987-10-30,PCE,BATMAN,0,0,🚧,ACT,0,0
1987-10-30,PCE,サイバーナイト,0,0,🚧,RPG,0,0
1987-10-30,PCE,ラビオレプススペシャル,0,0,🚧,SHT,0,0
1987-10-30,PCE,琉球,0,0,🚧,PZL,0,0
1987-10-30,PCE,エアロブラスターズ (Vol.33),0,0,🚧,SHT,0,0
1987-10-30,PCE,カットビ宅配くん,0,0,🚧,SPT,0,0
1987-10-30,PCE,キックボール,0,0,🚧,SPT,0,0
1987-10-30,PCE,サンダーブレード,0,0,🚧,SHT,0,0
1987-10-30,PCE,バーニングエンジェル,0,0,🚧,SHT,0,0
1987-10-30,PCE,ボンバーマン (Vol.34),0,0,🚧,ACT,0,0
1987-10-30,PCE,メルヘンメイズ,0,0,🚧,ACT,0,0
1987-10-30,PCE,ZIPANG,0,0,🚧,PZL,0,0
1987-10-30,PCE,スピンペア,0,0,🚧,PZL,0,0
1987-10-30,PCE,チャンピオンレスラー,0,0,🚧,SPT,0,0
1987-10-30,PCE,トイショップボーイズ,0,0,🚧,SHT,0,0
1987-10-30,PCE,バイオレントソルジャー,0,0,🚧,SHT,0,0
1987-10-30,PCE,ワラビー!!,0,0,🚧,SPT,0,0
1987-10-30,PCE,大旋風,0,0,🚧,SHT,0,0
1987-10-30,PCE,不思議の夢のアリス,0,0,🚧,ACT,0,0
1987-10-30,PCE,アウトラン,0,0,🚧,RCG,0,0
1987-10-30,PCE,クロスワイバー,0,0,🚧,ACT,0,0
1987-10-30,PCE,天聖龍,0,0,🚧,SHT,0,0
1987-10-30,PCE,魔界プリンスどらぼっちゃん,0,0,🚧,ACT,0,0
1987-10-30,PCE,桃太郎伝説II (Vol.35),0,0,🚧,RPG,0,0
1987-10-30,PCE,オーバーライド,0,0,🚧,SHT,0,0
1987-10-30,PCE,カダッシュ,0,0,🚧,ARPG,0,0
1987-10-30,PCE,ジャッキーチェン (Vol.36),0,0,🚧,ACT,0,0
1987-10-30,PCE,S.C.I.,0,0,🚧,RCG,0,0
1987-10-30,PCE,パラソルスター,0,0,🚧,ACT,0,0
1987-10-30,PCE,オルディネス,0,0,🚧,SHT,0,0
1987-10-30,PCE,パズルボーイ,0,0,🚧,PZL,0,0
1987-10-30,PCE,デッドムーン,0,0,🚧,SHT,0,0
1987-10-30,PCE,ファイナルマッチテニス,0,0,🚧,SPT,0,0
1987-10-30,PCE,ゼロヨンチャンプ,0,0,🚧,RCG,0,0
1987-10-30,PCE,おぼっちゃまくん,0,0,🚧,ACT,0,0
1987-10-30,PCE,タイタン,0,0,🚧,PZL,0,0
1987-10-30,PCE,レジェンドオブヒーロートンマ (Vol.5),0,0,🚧,ACT,0,0
1987-10-30,PCE,プロ野球 ワールドスタジアム'91,0,0,🚧,SPT,0,0
1987-10-30,PCE,1943改,0,0,🚧,SHT,0,0
1987-10-30,PCE,TVスポーツ フットボール,0,0,🚧,SPT,0,0
1987-10-30,PCE,コラムス,0,0,🚧,PZL,0,0
1987-10-30,PCE,サイレントデバッガーズ,0,0,🚧,SHT,0,0
1987-10-30,PCE,モトローダーII,0,0,🚧,RCG,0,0
1987-10-30,PCE,ポピュラス (Vol.37),0,0,🚧,SLG,0,0
1987-10-30,PCE,サーカスライド,0,0,🚧,PZL,0,0
1987-10-30,PCE,エターナルシティ 都市転送計画,0,0,🚧,SHT,0,0
1987-10-30,PCE,アドベンチャーアイランド (Vol.38),0,0,🚧,ACT,0,0
1987-10-30,PCE,改造町人シュビビンマン2 ～新たなる敵～,0,0,🚧,ACT,0,0
1987-10-30,PCE,ハットリス,0,0,🚧,PZL,0,0
1987-10-30,PCE,パワーイレブン (Vol.39),0,0,🚧,SPT,0,0
1987-10-30,PCE,ファイナルソルジャー (Vol.40),0,0,🚧,SHT,0,0
1987-10-30,PCE,トリッキー,0,0,🚧,PZL,0,0
1987-10-30,PCE,F1サーカス'91,0,0,🚧,RCG,0,0
1987-10-30,PCE,PC原人2 (Vol.41),0,0,🚧,ACT,0,0
1987-10-30,PCE,レーシング魂 (Vol.6),0,0,🚧,RCG,0,0
1987-10-30,PCE,メタルストーカー,0,0,🚧,SHT,0,0
1987-10-30,PCE,スクウィーク,0,0,🚧,PZL,0,0
1987-10-30,PCE,はなたーかだか!?,0,0,🚧,SHT,0,0
1987-10-30,PCE,パワーリーグ4 (Vol.42),0,0,🚧,SPT,0,0
1987-10-30,PCE,1941 カウンターアタック,0,0,🚧,SHT,0,0
1987-10-30,PCE,パワーゲイト,0,0,🚧,SHT,0,0
1987-10-30,PCE,ファイヤープロレスリング 2nd BOUT,0,0,🚧,SPT,0,0
1987-10-30,PCE,天の声バンク,0,0,🚧,RAM,0,0
1987-10-30,PCE,ヒット ジ アイス,0,0,🚧,SPT,0,0
1987-10-30,PCE,ワールドジョッキー,0,0,🚧,SPT,0,0
1987-10-30,PCE,どらごんEGG!,0,0,🚧,ACT,0,0
1987-10-30,PCE,ニュートピアII (Vol.43),0,0,🚧,ARPG,0,0
1987-10-30,PCE,森田将棋PC,0,0,🚧,ETC,0,0
1987-10-30,PCE,メソポタミア,0,0,🚧,ACT,0,0
1987-10-30,PCE,ワールドサーキット,0,0,🚧,RCG,0,0
1987-10-30,PCE,スーパーシステムカード Ver3.0,0,0,🚧,SYS,0,0
1987-10-30,PCE,タイムクルーズⅡ,0,0,🚧,ETC,0,0
1987-10-30,PCE,グラディウス,0,0,🚧,SHT,0,0
1987-10-30,PCE,マジカルチェイス,0,0,🚧,SHT,0,0
1987-10-30,PCE,雷電 (Vol.44),0,0,🚧,SHT,0,0
1987-10-30,PCE,コリューン,0,0,🚧,SHT,0,0
1987-10-30,PCE,スーパーメタルクラッシャー,0,0,🚧,SLG,0,0
1987-10-30,PCE,ファイティングラン,0,0,🚧,ACT,0,0
1987-10-30,PCE,モンスタープロレス,0,0,🚧,SPT,0,0
1987-10-30,PCE,将棋 初心者無用,0,0,🚧,ETC,0,0
1987-10-30,PCE,ドラえもん のび太のドラビアンナイト (Vol.46),0,0,🚧,ACT,0,0
1987-10-30,PCE,バブルガムクラッシュ,0,0,🚧,ADV,0,0
1987-10-30,PCE,沙羅曼蛇,0,0,🚧,SHT,0,0
1987-10-30,PCE,ゲンジ通信あげだま,0,0,🚧,ACT,0,0
1987-10-30,PCE,スパイラルウェーブ,0,0,🚧,RPG,0,0
1987-10-30,PCE,にこにこぷん,0,0,🚧,ACT,0,0
1987-10-30,PCE,バリスティックス,0,0,🚧,SHT,0,0
1987-10-30,PCE,スーパー桃太郎電鉄Ⅱ (Vol.45),0,0,🚧,ETC,0,0
1987-10-30,PCE,ドラゴンセイバー,0,0,🚧,SHT,0,0
1987-10-30,PCE,冒険男爵ドン,0,0,🚧,SHT,0,0
1987-10-30,PCE,ちびまる子ちゃん クイズでピーヒャラ,0,0,🚧,ETC,0,0
1987-10-30,PCE,ミズバク大冒険,0,0,🚧,ACT,0,0
1987-10-30,PCE,忍者龍剣伝 (Vol.47),0,0,🚧,ACT,0,0
1987-10-30,PCE,NHK大河ドラマ 太平記,0,0,🚧,SLG,0,0
1987-10-30,PCE,サイバードッジ,0,0,🚧,SPT,0,0
1987-10-30,PCE,パロディウスだ! ～神話からお笑いへ～,0,0,🚧,SHT,0,0
1987-10-30,PCE,出たな!! ツインビー,0,0,🚧,SHT,0,0
1987-10-30,PCE,麻雀覇王伝 カイザーズクエスト,0,0,🚧,ETC,0,0
1987-10-30,PCE,トイレキッズ,0,0,🚧,SHT,0,0
1987-10-30,PCE,パチ夫君 十番勝負,0,0,🚧,ETC,0,0
1987-10-30,PCE,極楽! 中華大仙,0,0,🚧,SHT,0,0
1987-10-30,PCE,熱血高校ドッジボール部　PCサッカー編,0,0,🚧,SPT,0,0
1987-10-30,PCE,源平討魔伝 巻の弐,0,0,🚧,ACT,0,0
1987-10-30,PCE,ドルアーガの塔,0,0,🚧,ACT,0,0
1987-10-30,PCE,高橋名人の新冒険島 (Vol.49),0,0,🚧,ACT,0,0
1987-10-30,PCE,ソルジャーブレイド (Vol.50),0,0,🚧,SHT,0,0
1987-10-30,PCE,TATSUJIN タツジン,0,0,🚧,SHT,0,0
1987-10-30,PCE,ストラテゴ,0,0,🚧,ETC,0,0
1987-10-30,PCE,パワーリーグ5 (Vol.51),0,0,🚧,SPT,0,0
1987-10-30,PCE,炎の闘球児 ドッジ弾平 (Vol.52),0,0,🚧,SPT,0,0
1987-10-30,PCE,激写ボーイ (Vol.7),0,0,🚧,ACT,0,0
1987-10-30,PCE,パワースポーツ (Vol.53),0,0,🚧,SPT,0,0
1987-10-30,PCE,ファイアープロレスリング3 レジェンドバウト,0,0,🚧,SPT,0,0
1987-10-30,PCE,PC電人 (Vol.54),0,0,🚧,SHT,0,0
1987-10-30,PCE,テラクレスタII マンドラーの逆襲,0,0,🚧,SHT,0,0
1987-10-30,PCE,桃太郎伝説外伝 第一集 (Vol.55),0,0,🚧,RPG,0,0
1987-10-30,PCE,ボンバーマン'93 (Vol.56),0,0,🚧,ACT,0,0
1987-10-30,PCE,F1サーカス'92,0,0,🚧,RCG,0,0
1987-10-30,PCE,バトルロードランナー (Vol.57),0,0,🚧,PZL,0,0
1987-10-30,PCE,つっぱり大相撲 平成版,0,0,🚧,SPT,0,0
1987-10-30,PCE,PC原人3 (Vol.58),0,0,🚧,ACT,0,0
1987-10-30,PCE,TVスポーツ アイスホッケー,0,0,🚧,SPT,0,0
1987-10-30,PCE,TVスポーツ バスケットボール,0,0,🚧,SPT,0,0
1987-10-30,PCE,Jリーグ グレイテストイレブン,0,0,🚧,SPT,0,0
1987-10-30,PCE,ストリートファイターII’,0,0,🚧,ACT,0,0
1987-10-30,PCE,パワーテニス (Vol.59),0,0,🚧,SPT,0,0
1987-10-30,PCE,パワーリーグ'93 (Vol.60),0,0,🚧,SPT,0,0
1987-10-30,PCE,ボンバーマン'94 (Vol.61),0,0,🚧,ACT,0,0
1987-10-30,PCE,フォーメーションサッカー　オン　Jリーグ,0,0,🚧,SPT,0,0
1987-10-30,PCE,アーケードカードＤＵＯ,0,0,🚧,RAM,0,0
1987-10-30,PCE,アーケードカードＰＲＯ,0,0,🚧,RAM,0,0
1987-10-30,PCE,21エモン めざせホテル王,0,0,🚧,ETC,0,0
1987-10-30,PCE,パワーリーグ オールスターゴールドヒューカード,0,0,🚧,SPT,0,0
1987-10-30,PCE,ガンヘッド スペシャルバージョン,0,0,🚧,SHT,0,0
1987-10-30,PCE,ダライアスα,0,0,🚧,SHT,0,0
1987-10-30,PCE,ボンバーマン ユーザーズバトル,0,0,🚧,ACT,0,0
1987-10-30,PCE,スーパースターソルジャー スペシャルバージョン,0,0,🚧,SHT,0,0
1987-10-30,PCE,ファイナルソルジャー スペシャルバージョン,0,0,🚧,SHT,0,0
1987-10-30,PCE,ソルジャーブレイド スペシャルバージョン,0,0,🚧,SHT,0,0
1987-10-30,PCE,ボンバーマン'93 スペシャルバージョン,0,0,🚧,ACT,0,0
1987-10-30,PCE,PC原人3　体験版,0,0,🚧,ACT,0,0
1987-10-30,PCE,アイドル花札ファンクラブ,0,0,🚧,ETC,0,0
1987-10-30,PCE,究極麻雀 アイドルグラフィック,0,0,🚧,ETC,0,0
1987-10-30,PCE,レディソード　-略奪された10人の乙女-,0,0,🚧,RPG,0,0
1987-10-30,PCE,PCパチスロアイドルギャンブラー,0,0,🚧,ETC,0,0
1987-10-30,PCE,AVポーカー ワールドギャンブラー,0,0,🚧,ETC,0,0
1987-10-30,PCE,ボディコンクエストII,0,0,🚧,RPG,0,0
1987-10-30,PCE,究極麻雀2 スーパーアイドルグラフィック,0,0,🚧,ETC,0,0
1987-10-30,PCE,HACKER CD CARD　ＧＡＭＥＳ ＥＸＰＲＥＳＳ ＣＤ ＣＡＲＤ １９９３,0,0,🚧,ETC,0,0
1987-10-30,PCE,ストリップファイターII,0,0,🚧,ACT,0,0
1987-10-30,PCE,クイズ投稿写真,0,0,🚧,ETC,0,0
2001-09-14,NGC,キング・オブ・ファイターズR-1,0,0,🚧,ACT,0,0
2001-09-14,NGC,ネオジオカップ　'98,0,0,🚧,SPT,0,0
2001-09-14,NGC,ポケットテニス,0,0,🚧,SPT,0,0
2001-09-14,NGC,めろんちゃんの成長日記,0,0,🚧,SLG,0,0
2001-09-14,NGC,連結パズル　つなげてポンッ！,0,0,🚧,PZL,0,0
2001-09-14,NGC,将棋の達人,0,0,🚧,TBL,0,0
2001-09-14,NGC,ベースボールスターズ,0,0,🚧,SPT,0,0
2001-09-14,NGC,サムライスピリッツ！,0,0,🚧,ACT,0,0
2001-09-14,NGC,ネオ・チェリーマスター,0,0,🚧,TBL,0,0
2001-09-14,NGC,通信４人打ち　どこでも麻雀,0,0,🚧,TBL,0,0
2001-09-14,NGC,キング・オブ・ファイターズR-2,0,0,🚧,ACT,0,0
2001-09-14,NGC,ネオ・チェリーマスター　カラー,0,0,🚧,TBL,0,0
2001-09-14,NGC,ネオ・ドラゴンズワイルド,0,0,🚧,TBL,0,0
2001-09-14,NGC,ネオ・ミステリーボーナス,0,0,🚧,TBL,0,0
2001-09-14,NGC,ベースボールスターズ　カラー,0,0,🚧,SPT,0,0
2001-09-14,NGC,ポケットテニス　カラー,0,0,🚧,SPT,0,0
2001-09-14,NGC,将棋の達人　カラー,0,0,🚧,TBL,0,0
2001-09-14,NGC,連結パズル　つなげてポンッ！　カラー,0,0,🚧,PZL,0,0
2001-09-14,NGC,パズルボブル　ミニ,0,0,🚧,PZL,0,0
2001-09-14,NGC,クラッシュローラー,0,0,🚧,ACT,0,0
2001-09-14,NGC,ネオジオカップ　'98　プラス,0,0,🚧,SPT,0,0
2001-09-14,NGC,バイオモーター　ユニトロン,0,0,🚧,RPG,0,0
2001-09-14,NGC,ネオ・ダービーチャンプ　大予想,0,0,🚧,TBL,0,0
2001-09-14,NGC,どこでも麻雀,0,0,🚧,TBL,0,0
2001-09-14,NGC,ネオポケ　プロ野球,0,0,🚧,SPT,0,0
2001-09-14,NGC,メタルスラッグ　ファーストミッション,0,0,🚧,SHT,0,0
2001-09-14,NGC,餓狼伝説　ファーストコンタクト,0,0,🚧,ACT,0,0
