発売日,メーカー,タイトル,⭐クロスレビュー(評価),容量(bit),ジャンル,価格,価格帯,カウント,メモリ(S-RAM)(Kbit),👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
1992-10-22,光栄,スーパーロイヤルブラッド,-,4,SLG,"￥9,800","￥10,000代",0,64,,,,,伊藤ヨシユキ|新田真澄,,シブサワ・コウ,
1992-10-23,ミサワエンターテインメント,アダムスファミリー,-,4,ACT,"￥8,800","￥9,000代",0,0,,,,,,,,
1992-10-23,日本物産,スーパーF-1サーカスリミテッド,-,4,RCG,"￥9,200","￥9,000代",0,64,,,,,,,,
1992-10-29,ナムコ,コズモギャングザビデオ,-,4,SHT,"￥7,900","￥8,000代",0,0,,,伊藤なおき,見城こうじ|いからしたつや,荒川美恵,,,
1992-10-30,アトラス,真・女神転生,36,6,RPG,"￥9,800","￥10,000代",0,64,,岡田耕始,佐藤雅美|岡田耕始|國枝剛|高木秀俊,伊藤龍太郎|藤岡一樹|しまだよしあき|鈴木一也(遊企画)|佐藤佐和子|村上哲也|片岡いずみ|高島志郎|金子一馬,増子司,鈴木一也|伊藤龍太郎,新野洋右,
1992-10-30,トンキンハウス,サイバーナイト,-,4,RPG,"￥8,900","￥9,000代",0,64,,みんみん宮田,POCHI NAKAMORI,水野良|グループSNE|大河原邦男,迫田敏明|宮本昌知|塚本雅信|ATARASHI|DAVID|竹内啓史,山本弘|グループSNE,浦井郁郎,
1992-11-06,ヒロ,スーパーリニアボール,-,2,ACT,"￥8,000","￥8,000代",0,0,,,,,,,,
1992-11-08,光栄,三國志Ⅲ,-,6,SLG,"￥14,800","￥15,000代",0,256,,,,,向谷実,,シブサワ・コウ,
1992-11-13,アスミック,レナス古代機械の記憶,-,6,RPG,"￥9,600","￥9,500代",0,64,,柴尾英令,のむらこうへい,加藤龍勇|後藤啓介|今井修司,田中公平,柴尾英令,岡本博|小川真司,
1992-11-13,ココナッツジャパンエンターテイメント,スーパーSWIV,-,4,SHT,"￥9,500","￥9,500代",0,0,,,ロナルド・ピケット・ウィーサリック,ネド・ラングマン,デヴィッド・ウィテカー(英語版),,,
1992-11-20,カプコン,ミッキーのマジカルアドベンチャー,30,4,ACT,"￥8,500","￥8,500代",0,0,,,篠原雅嗣,山本尚司|大西淑文|石原雄二,山口真理|西村達也,,ノア・ダッドリー,
1992-11-20,東映動画,北斗の拳6激闘伝承拳覇王への道,-,6,ACT,"￥8,900","￥9,000代",0,0,,,,,フランク・ワイルドホーン,高橋亜子,,
1992-11-20,レーザーソフト,対決!!ブラスナンバーズ,-,4,ACT,"￥8,500","￥8,500代",0,0,,,,,,,,
1992-11-20,トミー,アメリカ横断ウルトラクイズ,-,4,ETC,"￥8,700","￥8,500代",0,0,,,,,,,高橋靖二(第12回 - 第16回)|篠崎安雄(第12回・第13回)|城朋子(“今世紀最後”)|※全てCP,
1992-11-20,ヒューマン,ヒューマン・グランプリ,-,4,RCG,"￥9,700","￥9,500代",0,256,,,,,,,,
1992-11-20,アスキー,ウィザードリィV災渦の中心,-,4,RPG,"￥9,800","￥10,000代",0,64,,,,,,,,
1992-11-20,バンプレスト,ヒーロー戦記プロジェクトオリュンポス,-,6,RPG,"￥9,600","￥9,500代",0,64,,,渡邊猛|庄真宏|大西康成,阪田雅彦|大河原邦男,田中伸一|山根昇,阪田雅彦|森田康楠,山田俊彦,
1992-11-21,データム・ポリスター,CACOMAKNIGHT(カコマナイト),-,2,PZL,"￥7,800","￥8,000代",0,0,,,,,,,,
1992-11-27,アイレム,ガンフォース,-,2,ACT,"￥8,300","￥8,500代",0,0,,,,,木村浩,,,
1992-11-27,KANEKO,パワーアスリート,-,4,ACT,"￥8,500","￥8,500代",0,0,,,,,,,,
1992-11-27,タカラ,餓狼伝説宿命の闘い,-,6,ACT,"￥9,800","￥10,000代",0,0,,,,,,,,
1992-11-27,ビクターエンタテインメント,アウター・ワールド,30,4,ACT,"￥8,800","￥9,000代",0,0,,,エリック・シャイ,エリック・シャイ(英語版)|エリック・シャイ,ジーン・フランソワ・フレータス,,,
1992-11-27,やのまん,ソング・マスター,-,4,RPG,"￥9,000","￥9,000代",0,64,,,おおくぼしょうご|ROWDY HERDY|AKI2,AKI|拔山敏弘,田中剛|COZY,石井一豊|SAY,日野晃博|石井一豊,
1992-11-27,サミー,バルバロッサ,-,4,SLG,"￥9,800","￥10,000代",0,64,,,,,,,,
1992-11-27,ジャレコ,ロイヤルコンクエスト,30,2,SLG,"￥8,500","￥8,500代",0,0,,,,,,,,
1992-11-27,ケイ・アミューズメントリース,あしたのジョー,-,4,SPT,"￥8,900","￥9,000代",0,0,,竹内啓雄|大賀俊二|西久保瑞穂,,,荒木一郎,高森朝雄,,
1992-11-27,トンキンハウス,バレーボールTwin,-,4,SPT,"￥8,900","￥9,000代",0,64,,,,,,,,
1992-12-04,ケイ・アミューズメントリース,ミステリーサークル,-,4,PZL,"￥8,300","￥8,500代",0,0,,,,,,,,
1992-12-04,アイレム,メジャータイトル,30,4,SPT,"￥8,800","￥9,000代",0,0,,,,,,,,
1992-12-04,東宝,芹沢信雄のバーディトライ,-,4,SPT,"￥9,600","￥9,500代",0,64,,,,,,,,
1992-12-04,ホット・ビィ,スーパーブラックバス,-,4,SPT,"￥9,800","￥10,000代",0,0,,,,,,,,
1992-12-06,スクウェア,ファイナルファンタジーV,34,7,RPG,"￥9,800","￥10,000代",245,64,,坂口博信,成田賢,伊藤裕之|天野喜孝,植松伸夫,坂口博信|北瀬佳範|(リレー方式),,
1992-12-11,カルチャーブレーン,飛龍の拳Sハイパーバージョン,-,6,ACT,"￥9,700","￥9,500代",0,0,,,,,,,,
1992-12-11,RIOT,PsychoDream(サイコドリーム),-,4,ACT,"￥8,900","￥9,000代",0,0,,,,,,,,
1992-12-11,サンソフト,弁慶外伝沙の章,-,6,RPG,"￥9,600","￥9,500代",0,64,,,,,,,,
1992-12-11,エピック・ソニーレコード,白熱プロ野球ガンバリーグ'93,-,6,SPT,"￥9,500","￥9,500代",0,64,,,,,,,,
1992-12-11,タカラ,大相撲魂,-,4,SPT,"￥9,000","￥9,000代",0,64,,,,,,,,
1992-12-11,バンプレスト,バトルサッカーフィールドの覇者,-,4,SPT,"￥9,500","￥9,500代",0,64,,,,,,,,
1992-12-11,ココナッツジャパンエンターテイメント,パチ夫くんスペシャル,-,4,TBL,"￥9,800","￥10,000代",0,64,,,,,,,,
1992-12-14,ビック東海,機動装甲ダイオン,-,4,SHT,"￥8,500","￥8,500代",0,0,,,今井盛徳,はやかわよう|村田護郎|杉田篤彦,佐藤天平,,きのしたかずあき,
1992-12-18,データイースト,戦え原始人2ルーキーの大冒険,-,2,ACT,"￥8,000","￥8,000代",0,0,,,,,,,,
1992-12-18,コナミ,タイニー・トゥーンアドベンチャーズ,-,4,ACT,"￥8,000","￥8,000代",0,0,,,,,ブルース・ブロートン,ポール・ディニ,,
1992-12-18,日本コンピュータシステム,重装機兵ヴァルケン,32,4,ACT,"￥8,800","￥9,000代",0,0,,,,,,,,
1992-12-18,ビクターエンタテインメント,スーパー・スター・ウォーズ,-,4,ACT,"￥8,800","￥9,000代",0,0,,,,,,,,
1992-12-18,BPS,スーパーテトリス2+ボンブリス,-,4,PZL,"￥8,500","￥8,500代",0,16,,,,,,,,
1992-12-18,バリエ,中嶋悟監修SUPERF1HERO,-,4,RCG,"￥8,900","￥9,000代",0,0,,,,,,,,
1992-12-18,ユタカ,SDガンダム外伝2円卓の騎士,-,4,RPG,"￥9,500","￥9,500代",0,64,,,,ファイアーおかもと,上村みゆき,ギヤマンまつなが|ファイアーおかもと,バーサル騎士鈴木,
1992-12-18,ソフエル,フライングヒーローぶぎゅるーの大冒険,-,4,SHT,"￥8,800","￥9,000代",0,0,,,,,田中光人,,,
1992-12-18,ヘクト,ステルス,-,4,SLG,"￥9,700","￥9,500代",0,64,,,,,,,,
1992-12-18,ナムコ,スーパー大相撲熱戦大一番,-,4,SPT,"￥8,800","￥9,000代",0,0,,,,,,,,
1992-12-18,パック・イン・ビデオ,アメージングテニス,-,4,SPT,"￥8,800","￥9,000代",0,0,,,,,,,,
1992-12-18,ナグザット,ナグザットスーパーピンボール邪鬼破壊,-,4,TBL,"￥8,500","￥8,500代",0,0,,,,,,,,
1992-12-18,日本物産,スーパーニチブツマージャン(03),-,4,TBL,"￥8,800","￥9,000代",0,64,,,,,,,,
1992-12-19,スクウェア,半熟英雄ああ、世界よ半熟なれ,30,4,SLG,"￥9,500","￥9,500代",0,64,,,,,,,,
1992-12-21,ゲームプラン21,46億年物語はるかなるエデンへ,-,6,ACT,"￥9,600","￥9,500代",0,64,,,,,,,,
1992-12-22,サンソフト,LOONEYTUNESロードランナーVSワイリーコヨーテ,-,4,ACT,"￥8,600","￥8,500代",0,0,,,,,,,,
1992-12-22,ジャレコ,ラッシング・ビート乱複製都市,-,6,ACT,"￥9,600","￥9,500代",0,0,,,吉田明広|大原健志|猪ヶ倉康雄|竹内史郎,星和明|倉持亮一|倉持伸幸|渡辺忠彦|前川恵一|渡部輝彦|高橋将人,伊勢村篤義|内田哉,,,
1992-12-22,タカラ,少年アシベゴマちゃんのゆうえんち大冒険,-,2,ACT,"￥7,800","￥8,000代",0,0,,,,,,,,
1992-12-22,ナツメ,奇々怪界謎の黒マント,-,4,ACT,"￥8,500","￥8,500代",0,0,,,いしはらかずひこ,あさりよしとお|谷口俊一|にしやまともゆき,岩月博之,服部嘉人,,
1992-12-23,テクノスジャパン,コンバットライブス,-,6,ACT,"￥9,300","￥9,500代",0,0,,谷本敦|富山徳之,西村成孝,緒方孝治,山根一央,,,
1992-12-25,日本コンピュータシステム,らんま1／2爆烈乱闘篇,-,6,ACT,"￥9,600","￥9,500代",0,0,,,山本克利|樋口幸弘,有賀ヒトシ|桜井正則|小沢努|只隈圭介,岡本智郎,松田明生,菅沼孝夫|盛武源|土田俊郎,
1992-12-25,テクモ,テクモスーパーNBAバスケットボール,-,4,SPT,"￥8,900","￥9,000代",0,64,,,,,,,,
1992-12-25,ヒューマン,スーパーファイヤープロレスリング2,-,4,SPT,"￥8,500","￥8,500代",0,0,,吉田秀司,野村弘治|渡邊肇|内山隆博|坂上公一,浅古大輔|増田雅人|高岡謙次|大内啓輔|門間毅|喜多功治郎|市川宏,庭山博也|山崎正通|田中宏典,,,
1992-12-25,ビデオシステム,スーパーバレーⅡ,-,4,SPT,"￥8,900","￥9,000代",0,64,,,,,,,,
1992-12-25,ミサワエンターテインメント,SUPERKICKOFF(スーパーキックオフ),-,2,SPT,"￥7,700","￥7,500代",0,64,,,,,,,,
1992-12-25,アイ・ジー・エス,哭きの竜麻雀飛翔伝,-,4,TBL,"￥9,800","￥10,000代",0,64,,,,,,,,
1992-12-25,タイトー,大爆笑人生劇場,-,4,TBL,"￥8,500","￥8,500代",0,0,,高橋章二,さとうふじひこ|はながたたかし|イトウわりゅー|カタナまさる,なかだしんじ|くろさわきょうこ|タイガーかとう|長尾隆史|加藤誠|伊藤啓司|もぎきよこ|川石徹|明石佳久|大原和浩|園田誠|金子陽子|斎藤慎,わたなべよしお,,,
1992-12-28,ヨネザワ,史上最強のクイズ王決定戦SUPER,-,4,ETC,"￥8,900","￥9,000代",0,64,,,,,,,,
1992-12-28,メルダック,THEKINGOFRALLYパリ・モスクワ・ペキン,-,4,RCG,"￥8,800","￥9,000代",0,0,,,,,,,,
1993-01-03,ハドソン,エルファリア,31,6,RPG,"￥9,500","￥9,500代",0,64,,桶谷正剛,桶谷正剛,上田和敏|寺岡大介|宮城拳|刈部雅章|松下進,三枝成彰|T'S MUSIC|滝本利昭,あだちひろし,青山英治|小林雅樹,
1993-01-08,アイ・ジー・エス,エイリアンVSプレデター,-,4,ACT,"￥9,800","￥10,000代",0,0,,,,,,,,
1993-01-14,アイ・ジー・エス,BURAI八玉の勇士伝説(ブライ),-,4,RPG,"￥9,800","￥10,000代",0,16,,,,,,,,
1993-01-16,光栄,ヨーロッパ戦線,-,6,SLG,"￥12,800","￥13,000代",0,256,,,,,大野雄二,,シブサワ・コウ,
1993-01-22,データム・ポリスター,負けるな!魔剣道,-,4,ACT,"￥8,800","￥9,000代",0,0,,,石指武|さいとうやすのり,よこやまあさこ|石指武,和久田貴浩,,,
1993-01-22,ロジーク,マイト・アンド・マジックBOOK2,-,4,RPG,"￥8,800","￥9,000代",0,64,,,,,,,,
1993-01-22,イマジニア,ポピュラス2,-,5,SLG,"￥9,800","￥10,000代",0,0,,,,,,,,
1993-01-22,ヒューマン,ドラゴンズ・アース,-,4,SLG,"￥8,500","￥8,500代",0,0,,,,,,,,
1993-01-25,ユタカ,うしおととら,-,4,ACT,"￥8,800","￥9,000代",0,0,,,,松原徳弘|森智子,瀬川英史,井上敏樹|米村正二|岸本みゆき,,
1993-01-29,ベック,スーパービックリマン,-,4,ACT,"￥7,800","￥8,000代",0,0,,貝澤幸男,,青山充,有澤孝紀,,,
1993-01-29,アクレイムジャパン,クリスティーワールド,-,2,ACT,"￥8,000","￥8,000代",0,0,,,,,,,,
1993-01-29,バップ,Q*bert3,-,2,PZL,"￥7,000","￥7,000代",0,0,,,ワーレン・デイビス,ワーレン・デイビス|ジェフリー・P・リー|テリー・ドゥーアーザフ,デヴィッド・ティール,,,
1993-01-29,パック・イン・ビデオ,スーパー倉庫番,-,2,PZL,"￥7,800","￥8,000代",0,0,,,,,,,,
1993-01-29,やのまん,信長公記,-,4,SLG,"￥12,500","￥12,500代",0,256,,,,,,,,
1993-01-29,ナムコ,ナムコットオープン,31,4,SPT,"￥8,800","￥9,000代",0,64,,,,,,,,
1993-01-29,ミサワエンターテインメント,ワールドクラスラグビー,-,2,SPT,"￥7,900","￥8,000代",0,0,,,,,,,,
1993-02-05,バンダイ,ゲゲゲの鬼太郎復活!!天魔大王,-,4,ACT,"￥8,800","￥9,000代",0,0,,林広幸,宍戸隆,笠浪膝呼|寺田一洋|馬場博年|水木しげる|馬場博年|笠浪慎二,小松邦博|伊藤康広|浜田智之,,,
1993-02-12,EAV,プロフットボール'93,30,4,SPT,"￥8,900","￥9,000代",0,0,,,,,,,,
1993-02-19,エポック社,ドラえもんのび太と妖精の国,-,2,ACT,"￥8,000","￥8,000代",0,0,,堀越丈広|葭原智,今井敏彦|池田慎一|佐藤久志,加藤栄吾|おきやまじゅん|ますやまゆういち|うさみせいじ,小川寿夫|沓掛隆志|松島友子,,沓掛隆志,
1993-02-19,トミー,ウォーリーをさがせ!絵本の国の大冒険,-,4,ADV,"￥9,500","￥9,500代",0,64,,,,,,,,
1993-02-19,アスミック,鋼鉄の騎士,-,4,SLG,"￥9,800","￥10,000代",0,64,,,,,,,,
1993-02-19,POW,喜国雅彦の雀闘士銅鑼王,-,4,TBL,"￥8,900","￥9,000代",0,0,,,,,,,,
1993-02-21,任天堂,スターフォックス,34,4,SHT,"￥9,800","￥10,000代",80,256,,江口勝也,ディラン・カスバート|ジャイルズ・ゴダード|クリスター・ウォンベル,今村孝矢,平澤創,,山内溥|宮本茂,
1993-02-26,アクレイムジャパン,バートの不思議な夢の大冒険,-,4,ACT,"￥8,800","￥9,000代",0,0,,,,,,,,
1993-02-26,コナミ,バットマンリターンズ,31,4,ACT,"￥8,800","￥9,000代",0,0,,,,,ダニー・エルフマン,ボブ・ケイン,,
1993-02-26,ビクターエンタテインメント,バトルテック,-,4,ACT,"￥9,800","￥10,000代",0,16,,,,,,,,
1993-02-26,ナムコ,コズモギャングザパズル,-,2,PZL,"￥7,900","￥8,000代",0,0,,見城こうじ,,,荒川美恵,,,
1993-02-26,ビデオシステム,F-1GRANDPRIXPARTⅡ,-,6,RCG,"￥9,800","￥10,000代",0,64,,,,,,,,
1993-02-26,サンソフト,Xak(サーク),-,6,RPG,"￥9,600","￥9,500代",0,64,,大津正徳,山田浩司|三曽田明|中津泰彦|山川富士男|永井勝也,柳島秀行|谷口恵津子,新田忠弘|笹井りゅうじ,,,
1993-02-26,イマジニア,シムアント,-,4,SLG,"￥12,800","￥13,000代",0,256,,,Mac版|ウィル・ライト|ジャスティン・マコーミック|ミック・フォーリー|IBM版|ダニエル・ゴールドマン|Amiga版|ブライアン・コンラッド,ウィル・ライト|ジャスティン・マコーミック|ジェニー・マーティン|スーザン・グリーン|マフィー・ヴァサレ|マット・サルコーニ,マシュー・ベラルド|スティーヴ・ヘールズ|ジャック・ソートン|クリス・シャルト,,ドン・ウォルターズ,
1993-02-26,エンジェル,織田信長覇王の軍団,-,4,SLG,"￥9,500","￥9,500代",0,64,,,,,,,,
1993-02-26,光栄,リーディングカンパニー,-,4,SLG,"￥12,800","￥13,000代",0,64,,,,,,,,
1993-02-26,EAV,NBAプロバスケットボールブルズVSブレイザーズ,-,4,SPT,"￥8,900","￥9,000代",0,0,,,,,,,,
1993-03-05,ヘクト,イーハトーヴォ物語,-,4,ADV,"￥9,700","￥9,500代",0,16,,つるやじゅん,ふくやままさかつ,おだちひろよ,多和田吏,まわたりせいいちろう,関雅行,
1993-03-05,セタ,エキゾースト・ヒートF1ドライバーへの軌跡,-,4,RCG,"￥9,800","￥10,000代",0,32,,,,,,,,
1993-03-05,コブラチーム,ジョジョの奇妙な冒険,-,4,RPG,"￥9,500","￥9,500代",0,64,,,,,,,,
1993-03-05,サンソフト,アルバートオデッセイ,-,4,RPG,"￥9,600","￥9,500代",0,64,,,渥美博明,AKIRA.M/B.B|Y.OIDA|鈴木のぶひで|後藤まもる,小高直樹,,渥美博明,
1993-03-05,データイースト,METALMAX2,31,4,RPG,"￥9,500","￥9,500代",0,64,,吉田穂積|兼安時紀,菅原康弘|福島純|田内智樹,宮岡寛|きむらはじめ|とみさわ昭仁|山本貴嗣,門倉聡,,桝田省治,
1993-03-05,エレクトロ・ブレイン・ジャパン,スーパーキックボクシング,-,4,SPT,"￥8,800","￥9,000代",0,0,,,,,,,,
1993-03-05,T＆Eソフト,デビルズコース,-,4,SPT,"￥9,800","￥10,000代",0,64,,,,,,リンジー・デヴリン,,
1993-03-05,トミー,モノポリー,30,4,TBL,"￥9,700","￥9,500代",0,64,,,,チャールズ・B・ダロウ (en) ,,,,
1993-03-12,ヘクト,カリフォルニアゲームズⅡ,-,4,ACT,"￥8,800","￥9,000代",0,0,,,,,,,,
1993-03-12,マイクロワールド,EDONO牙(エドノキバ),-,4,ACT,"￥8,900","￥9,000代",0,0,,,,,,,,
1993-03-12,クエスト,伝説のオウガバトル,33,7,SLG,"￥9,600","￥9,500代",0,64,,松野泰己,森岡伸夫|佐藤孝|小川昌也,松野泰己|吉田明彦|皆川裕史,岩田匡治|崎元仁|松尾早人,,徳川誠,
1993-03-12,ケイ・アミューズメントリース,2020年スーパーベースボール,-,6,SPT,"￥8,900","￥9,000代",0,0,,,,,,,,
1993-03-12,ナムコ,スーパーファミスタ2,-,4,SPT,"￥7,900","￥8,000代",0,0,,岸本好弘,佐々木英隆,島本昌弘|林幸人|我妻吉則|ほどのゆきお,川元義徳,,,
1993-03-19,インフォコム,ナイジェル・マンセルF1チャレンジ,-,4,RCG,"￥8,800","￥9,000代",0,0,,,,,,,,
1993-03-19,ナグザット,超魔界大戦!どらぼっちゃん,-,4,RPG,"￥8,800","￥9,000代",0,16,,,,,,,,
1993-03-19,ポニーキャニオン,ジャングルウォーズ2古代魔法アティモスの謎,-,6,RPG,"￥9,500","￥9,500代",0,64,,さくまあきら(監修),富沢賢一|瓦吹隆|なりたりゅういち,木村初|富沢賢一|土居孝幸,岡本智郎,木村初,有元和彦,
1993-03-19,アテナ,バイオメタル,-,4,SHT,"￥8,980","￥9,000代",0,0,,,,,,,,
1993-03-19,ジャレコ,USAICEHOCKEY,-,4,SPT,"￥9,000","￥9,000代",0,64,,,,,,,,
1993-03-20,バンダイ,ドラゴンボールZ超武闘伝,-,7,ACT,"￥9,800","￥10,000代",145,0,,島田晋作|久保田昭史,まるこパパ|まるこ,清水厚二|竹花欣也|玉井裕和|高橋雅行|荒井翔子|しいのせいいちろう|いいだしんいち,山本健司|さばくまゆき,,鈴木敏弘,
1993-03-25,ナムコ,スーパーワギャンランド2,-,4,ACT,"￥8,300","￥8,500代",0,0,,,,,,,,
1993-03-25,光栄,スーパー蒼き狼と白き牝鹿元朝秘史,-,6,SLG,"￥11,800","￥12,000代",0,64,,,,,大島ミチル,,シブサワ・コウ,
1993-03-26,ケムコ,ブルースブラザース,-,2,ACT,"￥7,800","￥8,000代",0,0,,,,,,,,
1993-03-26,ジャレコ,DEADDANCE(デッドダンス),-,7,ACT,"￥9,700","￥9,500代",0,0,,あらいゆき,Byontar Nottengham|かせけんいち,あらいゆき|前川恵一|倉持伸幸,高芝泰彦|石田傑,青木浩司,,
1993-03-26,バンダイ,ウルトラセブン,-,4,ACT,"￥8,800","￥9,000代",0,0,,,,,,金城哲夫 ほか,,
