発売日,メーカー,タイトル,⭐クロスレビュー(評価),容量(bit),ジャンル,価格,価格帯,売り上げ本数,ハード,👥クリエイターズ,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,カセットカラー,ラベル,「対戦」といえば？,「ハイスコア」といえば？,「クリアできなかった」といえば？,
1992-07-24,ジャレコ,闘魂倶楽部,-,4,ACT,"￥6,300","￥6,500代",0,1,,,廣田公男,もりもとゆきお|たきのあつみ|やまだけんいち,水谷郁,,,-,-,-,-,-,
1992-07-29,ユタカ,魔法のプリンセスミンキーモモリメンバードリーム,-,4,ACT,"￥6,000","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1992-07-31,ハドソン,高橋名人の冒険島Ⅲ,-,4,ACT,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1992-08-07,パックインビデオ,エイセスアイアンイーグルⅢ,-,5,SHT,"￥7,400","￥7,500代",0,1,,,デニス・キャスウェル|ジェフ・A・レファーツ,クリストファー・シェン,リチャード・マイルス・ブーガー,,スティーヴン・アクリッチ|ジョー・イバラ|トム・スローパー,-,-,-,-,-,
1992-08-07,バンダイ,ドラゴンボールZⅢ烈戦人造人間,-,5,RPG,"￥7,800","￥8,000代",0,1,,,,,,,,-,-,-,-,-,
1992-08-07,タイトー,フリントストーンTHERESCUEOFDINO＆HOPPY,-,4,ACT,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1992-08-28,ヘクト,ムーンクリスタル,-,5,ACT,"￥7,800","￥8,000代",0,1,,,まつもとともなり,おだちひろよ,多和田吏,おだちひろよ,,-,-,-,-,-,
1992-08-28,ヨネザワ,ギミアぶれいく史上最強のクイズ王決定戦2,-,5,TBL,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1992-08-29,アスキー,ダービースタリオン全国版,-,4,ETC,"￥7,200","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1992-09-14,任天堂,スーパーマリオUSA,-,4,ACT,"￥4,900","￥5,000代",0,1,,田邊賢輔,中郷俊彦|竹谷康範|岩脇敏夫|森田和明|たかくらたつのり,杉山直,近藤浩治,,山内溥|宮本茂,-,-,-,-,-,
1992-09-18,ココナッツジャパン,1999ほれ、みたことか！世紀末,-,5,ETC,"￥7,300","￥7,500代",0,1,,,,,澤和雄,,,-,-,-,-,-,
1992-09-22,ナムコ,ナムコプリズムゾーンドリームマスター,-,5,RPG,"￥5,800","￥6,000代",0,1,,,,バースデイ|野中俊也,六土開正,バースデイ,,-,-,-,-,-,
1992-09-25,ジャレコ,ゴール(GOAL),-,4,SPT,"￥6,300","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1992-09-25,ケムコ,ミッキーマウスⅢ夢ふうせん,-,4,ACT,"￥5,900","￥6,000代",0,1,,須藤典彦[注 1],,松原徳弘|亀田祥倫,やまだ豊,青山剛昌,,-,-,-,-,-,
1992-09-29,タイトー,キャプテンセイバー,-,4,ACT,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1992-10-09,バンプレスト,シャッフルファイト,-,5,ETC,"￥7,600","￥7,500代",0,1,,佳丈祐子,伊藤真也,頓宮勝弘|おやまやすなが|ひろせゆたか|おやまやすなが,渡部陽子,,,-,-,-,-,-,
1992-10-16,BPS,スポット,-,4,ETC,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1992-10-16,アスキー,ベストプレープロ野球スペシャル,-,5,SLG,"￥7,500","￥7,500代",0,1,,,,,,,,-,-,-,-,-,
1992-10-22,ナムコ,トップストライカー,-,4,SPT,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1992-10-23,バンダイ,SDガンダム外伝ナイトガンダム物語3伝説の騎士団,-,5,RPG,"￥7,800","￥8,000代",0,1,,島田晋作,,伴内弁太|島田晋作,,,高橋則夫|鈴木敏弘,-,-,-,-,-,
1992-10-30,日本コンピュータシステム,ダブルムーン伝説,-,6,RPG,"￥7,900","￥8,000代",0,1,,E.Kanai,T.Hino,大貫昌幸|草彅琢仁,,,土田俊郎,-,-,-,-,-,
1992-11-06,エンジェル,恐竜戦隊ジュウレンジャー,-,4,ACT,"￥6,000","￥6,000代",0,1,,,,,吉田明彦,杉村升 他,宇都宮恭三 梶淳(テレビ朝日) 鈴木武幸 白倉伸一郎(東映),-,-,-,-,-,
1992-11-13,アルトロン,トムとジェリー,-,4,ACT,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1992-11-13,ココナッツジャパン,フェラーリGRANDPRIXCHALLENGE,-,4,RCG,"￥7,300","￥7,500代",0,1,,,,,,,,-,-,-,-,-,
1992-11-20,トミー,コロンブス黄金の夜明け,-,4,RPG,"￥7,500","￥7,500代",0,1,,,,,,,,-,-,-,-,-,
1992-11-21,任天堂,ヨッシーのクッキー,-,4,PZL,"￥4,757","￥5,000代",0,1,,山本雅央|山上仁志|たかさごたつひろ|RYOJIN,ヂュー・リー|よしかわのなえ|山本雄一,日野重文|松本千恵子|いのうえみか,生田ノブヤ|佐藤亜希羅|TSUTOMU|西坂紀子,,横井軍平,-,対戦,20位,-,-,
1992-11-27,コナミ,タイニートゥーンアドベンチャー2モンタナランドへようこそ,-,4,ACT,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1992-11-27,ヘクト,囲碁指南'93,-,4,TBL,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1992-12-04,バップ,ちいさなおばけアッチコッチソッチ,-,4,PZL,"￥6,800","￥7,000代",0,1,,,,河内日出夫,池毅,「小さなおばけシリーズ」|(角野栄子(作)・佐々木洋子(絵)),,-,-,-,-,-,
1992-12-04,カプコン,ロックマン5ブルースの罠！？,-,5,ACT,"￥7,800","￥8,000代",0,1,,,,,,,,-,-,-,-,-,
1992-12-04,ヘクト,将棋名鑑'93,-,5,TBL,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1992-12-08,ナムコ,ワギャンランド3,-,5,ACT,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1992-12-11,ヒロ,キョロちゃんランド,-,4,ACT,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1992-12-11,キャラクターソフト,ハローキティのおはなばたけ,-,2,ACT,"￥3,980","￥4,000代",0,1,,,,,,,,-,-,-,-,-,
1992-12-11,ジャレコ,妖精物語ロッドランド,-,4,ACT,"￥6,500","￥6,500代",0,1,,,,森谷忠明|衛藤浩二,多和田吏,,,-,-,-,-,-,
1992-12-15,エニックス,ジャストブリード,-,6,RPG,"￥9,700","￥9,500代",0,1,,,森田和郎,森田和郎|安野隆志|高田裕三,田中公平,佐藤克之,川口貴雄|山本秀樹|渡辺泰仁,-,-,-,-,-,
1992-12-18,サンソフト,バーコードワールド,-,4,ACT,"￥7,200","￥7,000代",0,1,,河合正人|北川正昭,沓掛隆志|寺島徹|島村誠司|堀越丈広|葭原智|T.MATSUSHIMA|M.YOSHIDA,,,,前田道裕|吉田喜春,-,-,-,-,-,
1992-12-22,ユタカ,SDガンダムガチャポン戦士5バトルオブユニバーサルセンチュリー,-,4,SLG,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1992-12-22,ナムコ,ファミスタ'93,-,4,SPT,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1992-12-23,テクノスジャパン,熱血格闘伝説,-,4,ACT,"￥6,500","￥6,500代",0,1,,,あべひでゆき,大竹剛,澤和雄|平沢道也|浦部拓,,,-,-,-,-,-,
1992-12-25,エンジェル,ウルトラマン倶楽部怪獣大決戦,-,4,ACT,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1992-12-25,バンプレスト,グレイトバトルサイバー,-,4,ACT,"￥7,300","￥7,500代",0,1,,,DARTS'MAN SIOCHI,こはたまさと|萱島啓子|荒木雅子|岡本みちと,小酒井順哉,早川芳樹,山田俊彦,-,-,-,-,-,
1992-12-25,サミー工業,嗚呼！野球人生一直線,-,6,ETC,"￥7,300","￥7,500代",0,1,,,,,,,,-,-,-,-,-,
1992-12-29,バンダイ,[データック]ドラゴンボールZ激闘天下一武道会,-,5,ACT,"￥7,800","￥8,000代",0,1,,,,,,,,-,-,-,-,-,
1993-01-14,キャラクターソフト,サンリオカーニバル2,-,2,PZL,"￥3,980","￥4,000代",0,1,,,,,,,,-,-,-,-,-,
1993-01-15,カプコン,ワイリー＆ライトのロックボードザッツパラダイス,-,5,TBL,"￥6,500","￥6,500代",0,1,,,,竹中善則|稲船敬二|岩崎あけみ,里村由紀,,,-,-,-,-,-,
1993-01-22,エンジェル,仮面ライダーSDグランショッカーの野望,-,4,ETC,"￥6,500","￥6,500代",0,1,,保光峰之,なかしまゆうじ,島田晋作|保光峰之|島田晋作|保光峰之|あらいみゆき,YAMADA,,服部大三郎,-,-,-,-,-,
1993-01-29,コナミ,F-1センセーション,-,4,RCG,"￥5,800","￥6,000代",0,1,,近藤隆司,柴田裕治,矢内一則,冨田朋也|中馬淳,,,-,-,-,-,-,
1993-02-05,コナミ,悪魔城ドラキュラ,32,4,ACT,"￥3,900","￥4,000代",0,1,,赤松仁司,岡出光弘,戸隠のりやす,山下絹代|寺島里恵,,永田昭彦,-,-,-,-,-,
1993-02-19,キャラクターソフト,けろけろけろっぴの大冒険2ドーナツ池はおおさわぎ,-,4,ACT,"￥5,400","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1993-02-19,バンプレスト,バトルベースボール,-,6,SPT,"￥8,600","￥8,500代",0,1,,田中憲一|さかたでんそう,岩永研一|田端紀行,萱島啓子|諸星三千代,松平あこ,,下道隆,-,-,-,-,-,
1993-02-26,コナミ,バイオミラクルぼくってウパ,-,4,ACT,"￥3,900","￥4,000代",0,1,,,山田善朗|H.EDA|村田司朗|奥田康雄|風仁美,霜出健治|ふなびきひろこ,深見誠一|藤尾敦|中村康三|きのうちかおり|西垣綾子|村田幸史|倉橋裕子,,,-,-,-,-,-,
1993-03-05,タイトー,バブルボブル2,-,4,ACT,"￥5,900","￥6,000代",0,1,,しおかわたかし,ひざけんいち,明石佳久|タイガーかわの|市角博継|明石佳久,神尾憲一,,,-,-,-,-,-,
1993-03-05,ジャレコ,めざせ！トッププロ～グリーンに賭ける夢～,-,5,SPT,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1993-03-06,ジャレコ,USAアイスホッケーinFC,-,4,SPT,"￥6,300","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1993-03-12,ビクター音楽産業,スターウォーズ帝国の逆襲(ビクター製),-,5,ACT,"￥7,900","￥8,000代",0,1,,,,,,,,-,-,-,-,-,
1993-03-19,サンソフト,ぴょこたんの大迷路,-,4,ADV,"￥6,000","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1993-03-19,ヨネザワ,カジノダービー,-,4,ETC,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1993-03-23,任天堂,星のカービィ夢の泉の物語,33,6,ACT,"￥6,300","￥6,500代",100,1,,桜井政博,菅浩秋,桜井政博,安藤浩和|石川淳,,山内溥|岩田聡|宮本茂|清水隆雄,-,-,-,-,-,
1993-03-25,光栄,蒼き狼と白き牝鹿元朝秘史,-,6,SLG,"￥11,800","￥12,000代",0,1,,,,,大島ミチル,,シブサワ・コウ,-,-,-,-,-,
1993-03-26,コナミ,もえろツインビーシナモン博士を救え,-,4,SHT,"￥3,900","￥4,000代",0,1,,,青山和浩|村田司朗,MADAM YANYAN|木下まり,禎清宏,,,-,-,-,-,-,
1993-03-26,アイレム,愛先生のOSHIETEわたしの星,-,5,ETC,"￥12,800","￥13,000代",0,1,,,,,,,,-,-,-,-,-,
1993-03-26,サンソフト,炎の闘球児ドッジ弾平2,-,5,SPT,"￥6,800","￥7,000代",0,1,,,,はしもとかつみ|郷敏治,勝又隆一,こしたてつひろ,,-,-,-,-,-,
1993-03-30,アイレム,快傑ヤンチャ丸3対決！ゾウリンゲン,-,4,ACT,"￥6,500","￥6,500代",0,1,,,,,山崎憲司,,,-,-,-,-,-,
1993-04-23,バンダイ,[データック]SDガンダムガンダムウォーズ,-,5,SLG,"￥2,800","￥3,000代",0,1,,,,,,,火星人,-,-,-,-,-,
1993-04-23,バンダイ,[データック]ウルトラマン倶楽部スポ根ファイト,-,5,SPT,"￥2,800","￥3,000代",0,1,,,,,,,,-,-,-,-,-,
1993-04-23,テクノスジャパン,くにおくんの熱血サッカーリーグ,-,4,SPT,"￥6,500","￥6,500代",0,1,,,高橋充|さかがみたかゆき,甲斐浩二|坪谷衛,澤和雄|浦部拓,,,-,-,-,-,-,
1993-04-23,タイトー,ジェットソン,-,4,ACT,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1993-04-23,カプコン,ダックテイルズ2,-,4,ACT,"￥5,800","￥6,000代",0,1,,,,ティモシー・M・モーエン,ドミニク・ルイス,カール・バークス|ジーマン・メイゴン|マット・ヤングバーグ|フランシスコ・アンゴネス,,-,-,-,-,-,
1993-04-28,ヨネザワ,ゴリラーマン,-,6,ETC,"￥6,900","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1993-05-21,任天堂,ジョイメカファイト,-,5,ACT,"￥4,900","￥5,000代",0,1,,林田宏一,林田宏一|江渡浩一郎,原田典幸|柳川絵奈|影山悦子|仲川尚秀,清水英明,,,🟦青,対戦,04位,-,-,
1993-06-11,ココナッツジャパン,パチ夫くん5Jrの挑戦,-,5,TBL,"￥8,500","￥8,500代",0,1,,,,,,,,-,-,-,-,-,
1993-06-11,カプコン,マイティファイナルファイト,-,4,ACT,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1993-06-19,アイジーエス,JリーグファイティングサッカーTHEKINGOFACESTRIKERS,-,4,SPT,"￥7,900","￥8,000代",0,1,,,,,,,,-,-,-,-,-,
1993-07-09,ユタカ,うしおととら深淵の大妖,-,4,RPG,"￥7,800","￥8,000代",0,1,,,,,,,,-,-,-,-,-,
1993-07-23,徳間書店,ぷよぷよ,-,4,PZL,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1993-07-30,ハドソン,FC原人,-,5,ACT,"￥5,800","￥6,000代",0,1,,,,,増子司,,,-,-,-,-,-,
1993-07-30,エンジェル,甲竜伝説ヴィルガスト外伝,-,4,RPG,"￥8,000","￥8,000代",0,1,,,,,,,,-,-,-,-,-,
1993-08-06,バンダイ,ドラゴンボールZ外伝サイヤ人絶滅計画,-,5,RPG,"￥7,800","￥8,000代",90,1,,たじましょうじ|杉本則之,,たかはしまさゆき,上村みゆき|さばくまゆき|いちだたけし|天岸真志,小山高生,大久保悌伸,-,-,-,-,-,
1993-08-27,バンダイ,[データック]クレヨンしんちゃんオイラとポイポイ,-,4,PZL,"￥2,600","￥2,500代",0,1,,,,,,,,-,-,-,-,-,
1993-08-27,バンダイ,クレヨンしんちゃんオイラとポイポイ,-,5,PZL,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1993-09-17,ココナッツジャパン,パチスロアドベンチャー2そろっ太くんのパチスロ探偵団,-,4,TBL,"￥6,900","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1993-09-21,任天堂,テトリスフラッシュ,-,4,PZL,"￥5,900","￥6,000代",0,1,,山本雅央|山上仁志,,,高野充彦|上村みゆき,,横井軍平,-,-,-,-,-,
1993-10-22,バンダイ,[データック]幽☆遊☆白書爆闘暗黒武術会,-,5,ACT,"￥2,800","￥3,000代",0,1,,,,,,,,-,-,-,-,-,
1993-10-22,アイレム,大工の源さん2赤毛のダンの逆襲,-,5,ACT,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1993-10-29,バンダイ,ろくでなしBLUES,-,5,RPG,"￥7,800","￥8,000代",0,1,,,,,安川午朗,秦建日子|猪原健太|尾崎悟史,,-,-,-,-,-,
1993-11-05,カプコン,ロックマン6史上最大の闘い,-,6,ACT,"￥7,800","￥8,000代",0,1,,,,,,,,🟨黄,-,-,-,-,
1993-11-12,ビーアイ,[データック]バトルラッシュ,-,5,ACT,"￥2,800","￥3,000代",0,1,,,,,,,,-,-,-,-,-,
1993-11-26,タカラ,RPG人生ゲーム,-,5,ETC,"￥7,800","￥8,000代",0,1,,,,,,,,-,-,-,-,-,
1993-12-01,キャラクターソフト,けろっぴとけろりーぬのスプラッシュボム,-,4,ACT,"￥4,980","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1993-12-01,ナムコ,ファミスタ'94,-,4,SPT,"￥3,900","￥4,000代",0,1,,,,,,,,-,-,-,-,-,
1993-12-10,カプコン,チップとデールの大作戦2,-,4,ACT,"￥5,800","￥6,000代",0,1,,,,,藤井美苗|あかまつあきひろ|おおいたさちこ,,藤原得郎,-,-,-,-,-,
1993-12-10,ユタカ,なかよしといっしょ,-,4,ADV,"￥7,800","￥8,000代",0,1,,,,,,,,-,-,-,-,-,
1993-12-17,ヘクト,囲碁指南'94,-,4,TBL,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1993-12-17,ハドソン,桃太郎伝説外伝,-,6,RPG,"￥6,800","￥7,000代",0,1,,さくまあきら,,土居孝幸,関口和之,さくまあきら(貧乏神伝説|浦島伝説)|山口宏(夜叉姫伝説),,-,-,-,-,-,
1993-12-17,テクノスジャパン,熱血！すとりーとバスケットがんばれDUNKHEROES,-,4,SPT,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1994-02-19,任天堂,ゼルダの伝説1,-,4,ADV,"￥4,900","￥5,000代",0,1,,宮本茂|手塚卓志,中郷俊彦|副島康成|I.MARUI,宮本茂|手塚卓志|宮本茂|手塚卓志,近藤浩治,照井啓司,山内溥|宮本茂,-,-,-,-,-,
1994-02-19,任天堂,ワリオの森,-,5,PZL,"￥4,900","￥5,000代",0,1,,三木研次,鈴木広宣|片山誠,富田聡一郎|飯村雅弘|大西直孝,天宅しのぶ|岡素世,,三木研次,-,-,-,-,-,
1994-02-27,スクウェア,ファイナルファンタジーⅠ・Ⅱ,-,6,RPG,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1994-04-22,バンダイ,[データック]J-LEAGUEスーパートッププレイヤーズ,-,5,SPT,"￥2,800","￥3,000代",0,1,,,,,,,,-,-,-,-,-,
1994-05-13,ココナッツジャパン,パチスロアドベンチャー3ビタオシー7見参,-,4,TBL,"￥7,900","￥8,000代",0,1,,,,,,,,-,-,-,-,-,
1994-05-27,エレクトロニックアーツ・ビクター,Jリーグウイニングゴール,-,4,SPT,"￥7,980","￥8,000代",0,1,,,,,,,,-,-,-,-,-,
1994-06-24,ハドソン,高橋名人の冒険島Ⅳ,-,5,ACT,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-03-01,NHK/コナミ/東京書籍,NHK学園スペーススクール小学校の算数4年生上,-,0,ETC,"￥18,000","￥18,000代",0,1,,,,,,,,-,-,-,-,-,
1989-03-01,NHK/コナミ/東京書籍,NHK学園スペーススクール小学校の算数4年生下,-,0,ETC,"￥18,000","￥18,000代",0,1,,,,,,,,-,-,-,-,-,
1989-03-01,NHK/コナミ/東京書籍,NHK学園スペーススクール小学校の算数5年生上,-,0,ETC,"￥18,000","￥18,000代",0,1,,,,,,,,-,-,-,-,-,
1989-03-01,NHK/コナミ/東京書籍,NHK学園スペーススクール小学校の算数5年生下,-,0,ETC,"￥18,000","￥18,000代",0,1,,,,,,,,-,-,-,-,-,
1989-03-01,NHK/コナミ/東京書籍,NHK学園スペーススクール小学校の算数6年生上,-,0,ETC,"￥18,000","￥18,000代",0,1,,,,,,,,-,-,-,-,-,
1989-03-01,NHK/コナミ/東京書籍,NHK学園スペーススクール小学校の算数6年生下,-,0,ETC,"￥18,000","￥18,000代",0,1,,,,,,,,-,-,-,-,-,
1988-07-25,不明,JRA-PAT,-,0,ETC,"￥19,800","￥20,000代",0,1,,,,,,,,-,-,-,-,-,
1988-07-25,不明,野村のファミコントレード,-,0,ETC,不明,不明,0,1,,,,,,,,-,-,-,-,-,
1988-07-25,不明,野村のファミコントレード(V2),-,0,ETC,不明,不明,0,1,,,,,,,,-,-,-,-,-,
1988-07-25,不明,新日本のファミコンホームトレード,-,0,ETC,不明,不明,0,1,,,,,,,,-,-,-,-,-,
1988-07-25,不明,住友ホームライン,-,0,ETC,不明,不明,0,1,,,,,,,,-,-,-,-,-,
1988-07-25,不明,ファミコンフィットネス,-,0,ETC,不明,不明,0,1,,,,,,,,-,-,-,-,-,
1988-07-25,福武書店,スタディボックス,-,0,ETC,不明,不明,0,1,,,,,,,,-,-,-,-,-,
1986-02-21,任天堂,ゴルフ💾,-,7,SPT,"￥2,500","￥2,500代",0,2,,,,,,,,-,-,-,-,-,
1986-02-21,任天堂,サッカー💾,-,7,SPT,"￥2,500","￥2,500代",0,2,,,,,,,,-,-,-,-,-,
1986-02-21,任天堂,スーパーマリオブラザーズ💾,-,7,ACT,"￥2,500","￥2,500代",0,2,,宮本茂,中郷俊彦|森田和明|西田泰也,宮本茂|宮本茂|手塚卓志,近藤浩治,,山内溥|池田宏|宮本茂,-,-,-,-,-,
1986-02-21,任天堂,ゼルダの伝説💾,-,8,ARPG,"￥2,600","￥2,500代",169,2,,宮本茂|手塚卓志,中郷俊彦|副島康成|I.MARUI,宮本茂|手塚卓志|宮本茂|手塚卓志,近藤浩治,照井啓司,山内溥|宮本茂,-,-,-,-,-,
1986-02-21,任天堂,テニス💾,-,7,SPT,"￥2,500","￥2,500代",0,2,,,,,,,,-,-,-,-,-,
1986-02-21,任天堂,ベースボール💾,-,7,SPT,"￥2,500","￥2,500代",0,2,,,,,,,,-,-,-,-,-,
1986-02-21,任天堂,麻雀(二人用)💾,-,7,TBL,"￥2,500","￥2,500代",0,2,,,,,,,,-,-,-,-,-,
1986-04-14,任天堂,謎の村雨城💾,-,8,ACT,"￥2,600","￥2,500代",61,2,,前田実,,前田実|KEI HONMA,近藤浩治,,加藤圭三,-,-,-,-,-,
1986-06-03,任天堂,スーパーマリオブラザーズ2💾,-,7,ACT,"￥2,600","￥2,500代",265,2,,手塚卓志|宮本茂,中郷俊彦|森田和明,手塚卓志|宮本茂|手塚卓志|宮本茂,近藤浩治,,山内溥,-,-,-,-,05位,
1986-07-21,任天堂,バレーボール💾,-,7,SPT,"￥2,500","￥2,500代",198,2,,,,,,,,-,-,-,-,-,
1986-07-30,アスキー,涙の倉庫番スペシャル💾,-,8,PZL,"￥2,980","￥3,000代",0,2,,,,今林宏行,,,,-,-,-,-,-,
1986-08-06,任天堂,メトロイド💾,-,8,ACT,"￥2,600","￥2,500代",104,2,,岡田智|山本雅央|加納誠,湯上裕之|傍島やせ|仙石敏男|N.SHIOTANI|M.HOUDAI,坂本賀勇|松岡洋史|清武博二|加納誠,田中宏和,加納誠,横井軍平,-,-,-,-,-,
1986-08-27,ロイヤル工業,アイアムアティーチャースーパーマリオのセーター💾,-,8,ETC,"￥2,900","￥3,000代",0,2,,,,,,,,-,-,-,-,-,
1986-09-19,ポニーキャニオン,子猫物語💾,-,8,ACT,"￥2,900","￥3,000代",0,2,,,,,坂本龍一,畑正憲,,-,-,-,-,-,
1986-09-26,ロイヤル工業,アイアムアティーチャー手あみのきそ💾,-,8,ETC,"￥2,900","￥3,000代",0,2,,,,,,,,-,-,-,-,-,
1986-09-26,コナミ,悪魔城ドラキュラ💾,34,8,ACT,"￥2,980","￥3,000代",0,2,,赤松仁司,岡出光弘,戸隠のりやす,山下絹代|寺島里恵,,永田昭彦,-,-,-,-,-,
1986-10-13,河田,Othello(オセロ)💾,-,7,TBL,"￥2,980","￥3,000代",0,2,,,,,中西ゆういちろう,鈴木光司|久保幸湖|谷井美佳|中村真夕,山崎宏太(朝日放送テレビ)|南雄大(朝日放送テレビ)|齋藤浩司(ヒューマックスシネマ)|若山佑介(ヒューマックスシネマ)|山口誠(47style),-,-,-,-,-,
1986-10-21,任天堂,プロレス💾,30,7,SPT,"￥2,500","￥2,500代",142,2,,,,,,,,-,-,-,-,-,
1986-11-06,イマジニア,銀河伝承galaxyodyssey💾,-,8,ARPG,"￥5,000","￥5,000代",0,2,,,,,,,,-,-,-,-,-,
1986-11-19,HAL研究所,ガルフォース💾,-,8,SHT,"￥2,980","￥3,000代",0,2,,,,,,,,-,-,-,-,-,
1986-11-20,サンソフト,デット・ゾーン💾,-,8,ADV,"￥2,980","￥3,000代",0,2,,,こまだよしあき,もりけん,小高直樹,,北角浩一,-,-,-,-,-,
1986-11-21,コナミ,もえろツインビーシナモン博士を救え💾,-,8,SHT,"￥3,000","￥3,000代",0,2,,,青山和浩|村田司朗,MADAM YANYAN|木下まり,禎清宏,,,-,-,-,-,-,
1986-11-28,アイレム,きね子💾,33,8,PZL,"￥3,300","￥3,500代",0,2,,,,種子田定登,,,,-,-,-,-,-,
1986-11-28,ポニーキャニオン,ザナック💾,31,7,SHT,"￥2,900","￥3,000代",0,2,,,,,,,,-,-,-,-,-,
1986-12-12,サンソフト,知能ゲームシリーズアディアンの杖💾,-,8,ETC,"￥4,900","￥5,000代",0,2,,,,,,,,-,-,-,-,-,
